xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=19, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	13.001142059339095	68.427063470205866	68.427063470205866
2	3.7165575773335195	19.560829354386975	87.987892824592834
3	0.98586488627952962	5.1887625593659532	93.176655383958789
4	0.55442107601043644	2.9180056632128277	96.094661047171599
5	0.31734505381504924	1.6702371253423669	97.764898172513981
6	0.18551598352612400	0.97639991329539100	98.741298085809362
7	8.8967037439731139E-002	0.46824756547226992	99.209545651281616
8	4.2636850683711147E-002	0.22440447728269058	99.433950128564305
9	2.7726118394304885E-002	0.14592693891739436	99.579877067481704
10	2.6080970712537423E-002	0.13726826690809191	99.717145334389798
11	1.7755651746209699E-002	9.3450798664261717E-002	99.810596133054062
12	1.3859990431342638E-002	7.2947318059698202E-002	99.883543451113766
13	9.5745118495788335E-003	5.0392167629362362E-002	99.933935618743121
14	5.9542858956062828E-003	3.1338346818980484E-002	99.965273965562091
15	3.3864372154556984E-003	1.7823353765556334E-002	99.983097319327641
16	1.3750668483048100E-003	7.2371939384463799E-003	99.990334513266077
17	1.1070522120423757E-003	5.8265905896967224E-003	99.996161103855769
18	6.0011657707239262E-004	3.1585083003810186E-003	99.999319612156157
19	1.2927369033001739E-004	6.8038784384219779E-004	100.00000000000000
