xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=19, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	11.957320193792665	62.933264177856046	62.933264177856046
2	4.9030405556985608	25.805476608939760	88.738740786795802
3	0.94170512977906840	4.9563427883108799	93.695083575106693
4	0.47134528720600238	2.4807646695052723	96.175848244611956
5	0.25178707596668609	1.3251951366667671	97.501043381278720
6	0.21053056700674608	1.1080556158249779	98.609098997103700
7	0.10734210024441070	0.56495842233900284	99.174057419442704
8	5.3732456820392280E-002	0.28280240431785370	99.456859823760553
9	3.2896214459813340E-002	0.17313797084112262	99.629997794601678
10	1.9801069033976409E-002	0.10421615281040202	99.734213947412087
11	1.4822041773529972E-002	7.8010746176473439E-002	99.812224693588561
12	1.2443923998448654E-002	6.5494336833940195E-002	99.877719030422512
13	8.7589335970019635E-003	4.6099650510536591E-002	99.923818680933039
14	7.1542010631507570E-003	3.7653689806056566E-002	99.961472370739102
15	2.7473156366435306E-003	1.4459555982334353E-002	99.975931926721444
16	2.0037441482355909E-003	1.0546021832818886E-002	99.986477948554267
17	1.3728046255233148E-003	7.2252875027542787E-003	99.993703236057016
18	7.8415470267408755E-004	4.1271300140741391E-003	99.997830366071085
19	4.1223044649156440E-004	2.1696339289029674E-003	100.00000000000000
