xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=19, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	15.532373646614149	81.749334982179803	81.749334982179803
2	1.9057317802489768	10.030167264468309	91.779502246648107
3	1.0574351049081199	5.5654479205690572	97.344950167217164
4	0.22438445771037743	1.1809708300546191	98.525920997271783
5	0.13177396111229300	0.69354716374891112	99.219468161020714
6	4.5743836414496510E-002	0.24075703376050817	99.460225194781216
7	3.8111324193481504E-002	0.20058591680779755	99.660811111588998
8	1.9671743792618886E-002	0.10353549364536266	99.764346605234351
9	1.7669001483744371E-002	9.2994744651286251E-002	99.857341349885630
10	1.0630314127489269E-002	5.5949021723627784E-002	99.913290371609264
11	6.0884972208778716E-003	3.2044722215146725E-002	99.945335093824397
12	3.6720629503662777E-003	1.9326647107190953E-002	99.964661740931575
13	2.7192392919488211E-003	1.4311785747099072E-002	99.978973526678686
14	1.9393140654166033E-003	1.0206916133771607E-002	99.989180442812454
15	1.1271888968580289E-003	5.9325731413580520E-003	99.995113015953820
16	5.1475248103261017E-004	2.7092235843821613E-003	99.997822239538195
17	2.8808936317275879E-004	1.5162598061724162E-003	99.999338499344375
18	8.5199778157444943E-005	4.4841988503918433E-004	99.999786919229422
19	4.0485346409829637E-005	2.1308077057805095E-004	100.00000000000000
