xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=19, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	15.159598638070737	79.787361253003880	79.787361253003880
2	1.7473097399401667	9.1963670523166670	88.983728305320540
3	1.0210622143900359	5.3740116546843995	94.357739960004935
4	0.66136781592980265	3.4808832417358038	97.838623201740759
5	0.17974834196115996	0.94604390505873659	98.784667106799489
6	5.8283145167282030E-002	0.30675339561727383	99.091420502416767
7	5.0346495195169372E-002	0.26498155365878617	99.356402056075538
8	3.9733832426649060E-002	0.20912543382446874	99.565527489900006
9	3.3776677527407477E-002	0.17777198698635513	99.743299476886364
10	1.5345531782673573E-002	8.0765956750913540E-002	99.824065433637273
11	1.4974862115836355E-002	7.8815063767559757E-002	99.902880497404837
12	7.8739967895671194E-003	4.1442088366142736E-002	99.944322585770976
13	4.3918206874451323E-003	2.3114845723395432E-002	99.967437431494361
14	2.5920699366756388E-003	1.3642473350924415E-002	99.981079904845288
15	1.6029572179719681E-003	8.4366169366945683E-003	99.989516521781979
16	9.0500056671624543E-004	4.7631608774539235E-003	99.994279682659439
17	6.1227534490746708E-004	3.2225018153024584E-003	99.997502184474740
18	4.1263025402335621E-004	2.1717381790702958E-003	99.999673922653798
19	6.1954695777030212E-005	3.2607734619489586E-004	100.00000000000000
