xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=3
cpt:field=undefined_prob_B, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=%, cpt:missing=-999.00000000000000               
	05.0
cpt:Y	28.308889059999998
cpt:X	-98.557238400000003
1982	42.500338582799756
1983	77.670005458089065
1984	84.009087099077135
1985	34.143174271541966
1986	70.299353335536907
1987	30.227361643076023
1988	54.846112666419181
1989	61.898569693653648
1990	27.163418399187407
1991	32.511012849102798
1992	22.041990246178386
1993	36.565246791539174
1994	67.820862403968889
1995	36.707092041836177
1996	92.741027178616378
1997	21.170651974086880
1998	62.895355792944372
1999	35.735518990773031
2000	44.658730249344323
2001	40.670873103170827
2002	54.222611807683144
2003	50.749244977466191
2004	12.943388546966958
2005	39.343249436245053
2006	77.468311923985013
2007	40.883051852534024
2008	50.272513861525844
2009	89.039585209189426
2010	32.782721325889710
2011	91.023751816231879
2012	26.881123856172778
2013	82.170959020072686
2014	69.235917918474144
2015	11.822210828291105
2016	14.985678255829200
cpt:field=undefined_prob_N, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=%, cpt:missing=-999.00000000000000               
	05.0
cpt:Y	28.308889059999998
cpt:X	-98.557238400000003
1982	21.443688672197865
1983	11.949563094445402
1984	9.4002519398260862
1985	20.661186700016330
1986	15.384216605878521
1987	20.023736575945669
1988	19.025678466259485
1989	18.111986100256729
1990	20.074012248968280
1991	21.046866595303641
1992	17.765804465899883
1993	20.941225901421717
1994	16.356376032223196
1995	21.485024394776104
1996	4.5967007399341178
1997	18.121860022943139
1998	17.849652942442987
1999	20.474677495761142
2000	20.088693565188827
2001	21.427634219567928
2002	18.716726461192060
2003	20.041481137453502
2004	13.650052689062022
2005	21.113820044764672
2006	12.438633738088745
2007	20.825088614574526
2008	20.117181397710585
2009	6.5874343397567454
2010	20.985206240000231
2011	5.5756284056407219
2012	18.211646441325385
2013	9.7537646715071862
2014	14.433779894583935
2015	12.411992104816818
2016	13.872252217491877
cpt:field=undefined_prob_A, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=%, cpt:missing=-999.00000000000000               
	05.0
cpt:Y	28.308889059999998
cpt:X	-98.557238400000003
1982	36.055972745002379
1983	10.380431447465529
1984	6.5906609610967770
1985	45.195639028441704
1986	14.316430058584572
1987	49.748901780978308
1988	26.128208867321334
1989	19.989444206089622
1990	52.762569351844313
1991	46.442120555593561
1992	60.192205287921730
1993	42.493527307039109
1994	15.822761563807914
1995	41.807883563387719
1996	2.6622720814495042
1997	60.707488002969981
1998	19.254991264612642
1999	43.789803513465827
2000	35.252576185466850
2001	37.901492677261245
2002	27.060661731124796
2003	29.209273885080307
2004	73.406558763971020
2005	39.542930518990275
2006	10.093054337926246
2007	38.291859532891451
2008	29.610304740763571
2009	4.3729804510538273
2010	46.232072434110059
2011	3.4006197781273952
2012	54.907229702501837
2013	8.0752763084201273
2014	16.330302186941921
2015	75.765797066892077
2016	71.142069526678924
