xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=19, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	10.567105365420316	55.616344028528012	55.616344028528012
2	5.9749023038002882	31.446854230527851	87.063198259055852
3	1.0779002264832029	5.6731590867537030	92.736357345809552
4	0.60102646162661388	3.1632971664558642	95.899654512265414
5	0.36210676722166929	1.9058250906403658	97.805479602905763
6	0.11490513237384629	0.60476385459919135	98.410243457504961
7	9.5950916152426999E-002	0.50500482185487916	98.915248279359815
8	7.9813595096452264E-002	0.42007155313922268	99.335319832499053
9	5.3462851772800087E-002	0.28138343038315849	99.616703262882211
10	2.5952975089385606E-002	0.13659460573360852	99.753297868615817
11	1.9612281877599128E-002	0.10322253619789019	99.856520404813708
12	1.1544266895479193E-002	6.0759299449890530E-002	99.917279704263606
13	5.4089991618606614E-003	2.8468416641371917E-002	99.945748120904994
14	4.2317017303035781E-003	2.2272114370018845E-002	99.968020235275020
15	2.9602989921110206E-003	1.5580521011110644E-002	99.983600756286108
16	1.9991839547138686E-003	1.0522020814283524E-002	99.994122777100387
17	5.6997390842836680E-004	2.9998626759387740E-003	99.997122639776336
18	3.6460260121020890E-004	1.9189610590011005E-003	99.999041600835341
19	1.8209584128697193E-004	9.5839916466827389E-004	100.00000000000000
