xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=X_loadings, cpt:nrow=19, cpt:ncol=4, cpt:row=station, cpt:col=mode 
Station	Latitude	Longitude	1	2	3	4
PRATE_1	26.929030000000001	-100.31250000000000	-0.21404451418900924	0.25814618479929552	-0.13165005560444093	4.3867836168583932E-002
PRATE_2	26.929030000000001	-98.437500000000000	-0.21900276065077584	0.26429755178511372	-3.7850676447735536E-002	-0.47569523720314366
PRATE_3	26.929030000000001	-99.375000000000000	-0.21320828593839836	0.31289481144475856	-0.12395052979547616	-0.24569257981256878
PRATE_4	27.873909999999999	-100.31250000000000	-0.22402229501312806	0.25386263235547002	-6.7883777191429948E-002	0.32560532424317201
PRATE_5	27.873909999999999	-98.437500000000000	-0.23852821027372828	0.21710293164159011	4.7259621735030885E-002	-0.29749110330577921
PRATE_6	27.873909999999999	-99.375000000000000	-0.23940017617874876	0.26511149814021312	-8.6238632727204910E-003	-0.11368527785984274
PRATE_7	28.818790000000000	-100.31250000000000	-0.20486933509429606	0.25046658738233518	0.13872548436429999	0.55792833629704042
PRATE_8	28.818790000000000	-98.437500000000000	-0.23782273013564775	0.13611981021082770	0.26108111954403085	-2.2928739822145730E-002
PRATE_9	28.818790000000000	-99.375000000000000	-0.22783735054046395	0.22946459326873375	0.16858852854445169	0.28537934386870639
TMP_1	26.929030000000001	-100.31250000000000	0.25218205417449674	0.16963732723065839	0.16765415447972051	1.9996223018015694E-002
TMP_2	26.929030000000001	-98.437500000000000	0.24212880949787688	0.22012235809335368	0.11032501853889812	0.17337562673593868
TMP_3	26.929030000000001	-99.375000000000000	0.25061840852505618	0.18810633307878760	0.16922168221100053	3.4548026269837218E-002
TMP_4	27.873909999999999	-100.31250000000000	0.25071629932519079	0.20978739691122203	0.10275888586870127	-6.9299143537416466E-002
TMP_5	27.873909999999999	-98.437500000000000	0.24642421104613940	0.23967138777235800	-1.8232898304974328E-002	6.8928602296228006E-002
TMP_6	27.873909999999999	-99.375000000000000	0.25736522720774480	0.20133719045932508	3.0845159679374227E-002	3.4669042395469730E-002
TMP_7	28.818790000000000	-100.31250000000000	0.24528867959984632	0.23932582780255612	-1.1188398864438152E-002	-0.14813711668898194
TMP_8	28.818790000000000	-98.437500000000000	0.22696547171762138	0.26984730591243128	-0.15288067872151997	-4.8779939607813794E-002
TMP_9	28.818790000000000	-99.375000000000000	0.24245746268984275	0.24579336219380143	-9.0698426572047547E-002	-8.2942549587167388E-002
07.0	28.308889059999998	-98.557238400000003	-2.4743415027368494E-002	-6.8635222630979903E-002	0.85477655646039408	-0.19266036308001097
