xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	03.0
cpt:Y	28.308889059999998
cpt:X	-98.557238400000003
1982	1.1128386453000065
1983	3.3587834092989648
1984	2.1304945108865185
1985	1.3328090173400602
1986	1.0690303426258079
1987	3.7183779958119221
1988	1.5729267784201872
1989	1.5117343389711073
1990	2.4779172604877258
1991	1.7509636770155426
1992	4.2110750130663730
1993	3.6086804048202401
1994	2.1085317644561270
1995	3.7055524438806571
1996	0.60348418769424361
1997	2.4006970665834459
1998	4.2392506878076990
1999	0.24325999459555536
2000	-2.3522858806454181
2001	4.1895326016854018
2002	1.9437956642484662
2003	2.1666870005395196
2004	3.1584977847860625
2005	3.4917428049713530
2006	0.27183176496814232
2007	0.91223211515303526
2008	2.3362200966180247E-002
2009	0.47466268182782900
2010	3.1050948116795203
2011	-0.36254280880576362
2012	-0.16968636678518134
2013	0.66879909874520749
2014	2.2919956031692474
2015	3.2582265394457255
2016	1.7321408449873703
