Y	M	L	ENSO	(m,m0)_(CV)
1982 01 0 0 221.4 258.5
1983 01 0 1 136.3 167.3
1984 01 0 1 104.8 77.8
1985 01 0 1 1506 1634
1986 01 0 1 143.4 138.9
1987 01 0 1 538.2 830.5
1988 01 0 1 272.1 306.1
1989 01 0 1 225.8 188.3
1990 01 0 0 156.9 191.4
1991 01 0 1 223.4 197.2
1992 01 0 1 842.8 3179
1993 01 0 0 326.9 370.7
1994 01 0 0 171.4 158.2
1995 01 0 1 253.6 303.5
1996 01 0 1 127.3 136.2
1997 01 0 0 147.3 359.7
1998 01 0 1 262.5 280.1
1999 01 0 1 228.5 270.5
2000 01 0 1 143.1 141.9
2001 01 0 1 524.0 549.2
2002 01 0 0 235.3 313.6
2003 01 0 1 180.8 230.1
2004 01 0 0 171.5 157.8
2005 01 0 1 312.8 429.7
2006 01 0 1 130.9 132.4
2007 01 0 1 138.6 99.5
2008 01 0 1 207.5 227.3
2009 01 0 1 104.7 103.5
2010 01 0 1 523.5 184.5
2011 01 0 1 122.7 107.6
2012 01 0 1 124.3 128.3
2013 01 0 0 91.9 54.9
2014 01 0 0 91.1 121.1
2015 01 0 1 82.9 63.1
2016 01 0 1 146.6 214.8
1982 01 1 0 259.492
1983 01 1 1 190.813
1984 01 1 1 128.959
1985 01 1 1 604.453
1986 01 1 1 157.332
1987 01 1 1 506.1
1988 01 1 1 283.909
1989 01 1 1 176.963
1990 01 1 0 190.691
1991 01 1 1 218.237
1992 01 1 1 1239.77
1993 01 1 0 306.045
1994 01 1 0 172.037
1995 01 1 1 259.94
1996 01 1 1 166.269
1997 01 1 0 310.37
1998 01 1 1 277.273
1999 01 1 1 228.512
2000 01 1 1 153.624
2001 01 1 1 401.645
2002 01 1 0 266.902
2003 01 1 1 214.549
2004 01 1 0 173.524
2005 01 1 1 326.873
2006 01 1 1 145.865
2007 01 1 1 128.075
2008 01 1 1 230.956
2009 01 1 1 128.115
2010 01 1 1 173.959
2011 01 1 1 121.572
2012 01 1 1 91.2866
2013 01 1 0 74.1476
2014 01 1 0 137.715
2015 01 1 1 81.8563
2016 01 1 1 177.626
1982 02 2 0 324.035
1983 02 2 1 227.476
1984 02 2 0 186.643
1985 02 2 1 846.349
1986 02 2 1 203.959
1987 02 2 1 755.856
1988 02 2 0 311.242
1989 02 2 1 265.253
1990 02 2 0 310.231
1991 02 2 0 290.503
1992 02 2 1 731.934
1993 02 2 1 329.539
1994 02 2 0 244.639
1995 02 2 1 354.271
1996 02 2 1 190.602
1997 02 2 0 161.452
1998 02 2 1 283.569
1999 02 2 1 232.653
2000 02 2 1 207.127
2001 02 2 1 595.198
2002 02 2 0 316.124
2003 02 2 1 293.114
2004 02 2 0 216.881
2005 02 2 0 371.28
2006 02 2 1 203.211
2007 02 2 0 229.021
2008 02 2 1 212.393
2009 02 2 1 114.609
2010 02 2 1 564.176
2011 02 2 1 119.948
2012 02 2 1 86.9911
2013 02 2 0 86.6884
2014 02 2 0 112.518
2015 02 2 1 146.493
2016 02 2 1 181.9
1982 03 3 0 247.659
1983 03 3 1 329.237
1984 03 3 0 158.495
1985 03 3 1 322.394
1986 03 3 0 461.252
1987 03 3 1 624.605
1988 03 3 0 279.939
1989 03 3 1 265.139
1990 03 3 0 203.116
1991 03 3 0 242.669
1992 03 3 1 2402.1
1993 03 3 1 357.789
1994 03 3 0 182.944
1995 03 3 0 204.497
1996 03 3 0 182.431
1997 03 3 0 902.332
1998 03 3 1 392.121
1999 03 3 1 214.382
2000 03 3 1 172.959
2001 03 3 0 568.875
2002 03 3 0 416.559
2003 03 3 1 298.412
2004 03 3 0 271.119
2005 03 3 0 410.179
2006 03 3 1 103.255
2007 03 3 0 122.371
2008 03 3 1 176.941
2009 03 3 1 147.325
2010 03 3 1 779.126
