xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=19, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	15.319435567361699	80.628608249272148	80.628608249272148
2	1.5608396404280900	8.2149454759373199	88.843553725209460
3	0.96031414782254487	5.0542849885397123	93.897838713749167
4	0.61462458128675190	3.2348662172986957	97.132704931047869
5	0.24026066749543723	1.2645298289233546	98.397234759971226
6	0.12716425536202497	0.66928555453697391	99.066520314508210
7	6.6032781907097451E-002	0.34754095740577629	99.414061271913980
8	4.5045874762564324E-002	0.23708355138191764	99.651144823295894
9	2.8868907995236108E-002	0.15194162102755854	99.803086444323455
10	1.5536968672264074E-002	8.1773519327705699E-002	99.884859963651166
11	8.1063327419390700E-003	4.2664909168100389E-002	99.927524872819262
12	6.3286684039531582E-003	3.3308781073437696E-002	99.960833653892692
13	3.0364570119184374E-003	1.5981352694307574E-002	99.976815006587017
14	1.9881172817112045E-003	1.0463775166901081E-002	99.987278781753915
15	9.9978286241672034E-004	5.2620150653511621E-003	99.992540796819270
16	6.7533647189527233E-004	3.5544024836593299E-003	99.996095199302928
17	4.0354956102156233E-004	2.1239450580082240E-003	99.998219144360931
18	1.9737489931793604E-004	1.0388152595680851E-003	99.999257959620508
19	1.4098767210577059E-004	7.4204037950405613E-004	100.00000000000000
