xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=19, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	11.608114497748131	61.095339461832296	61.095339461832296
2	5.5638680791700335	29.283516206158083	90.378855667990379
3	0.99266618936570772	5.2245588913984635	95.603414559388838
4	0.34171781665700612	1.7985148245105593	97.401929383899386
5	0.20102565181925680	1.0580297464171415	98.459959130316548
6	0.11334876548902319	0.59657244994222747	99.056531580258749
7	6.8752101846978123E-002	0.36185316761567449	99.418384747874427
8	3.8091070491462868E-002	0.20047931837612043	99.618864066250552
9	2.4715680964452494E-002	0.13008253139185530	99.748946597642401
10	1.7394239444924148E-002	9.1548628657495551E-002	99.840495226299907
11	1.4763167386488620E-002	7.7700880981519088E-002	99.918196107281403
12	4.4852502847774764E-003	2.3606580446197255E-002	99.941802687727616
13	3.6695380566597437E-003	1.9313358192946026E-002	99.961116045920548
14	2.9311760233651585E-003	1.5427242228237681E-002	99.976543288148804
15	2.3275823475203262E-003	1.2250433408001721E-002	99.988793721556789
16	1.3910026299461065E-003	7.3210664734005629E-003	99.996114788030198
17	3.5805092399695290E-004	1.8844785473523843E-003	99.997999266577551
18	2.1000686771598250E-004	1.1052993037683294E-003	99.999104565881311
19	1.7013248255159675E-004	8.9543411869261484E-004	100.00000000000000
