xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=19, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	14.939606436302766	78.629507559488289	78.629507559488289
2	2.5410194491470297	13.373786574458059	92.003294133946355
3	0.90398191426632701	4.7577995487701452	96.761093682716506
4	0.33065153635323125	1.7402712439643762	98.501364926680864
5	0.17217418705103127	0.90617993184753354	99.407544858528397
6	3.8868373207948885E-002	0.20457038530499425	99.612115243833387
7	2.9155169984031584E-002	0.15344826307385051	99.765563506907256
8	1.4984555089440472E-002	7.8866079418107790E-002	99.844429586325361
9	9.8910005287631986E-003	5.2057897519806336E-002	99.896487483845178
10	9.2676552762556621E-003	4.8777133032924566E-002	99.945264616878092
11	5.7422915701536240E-003	3.0222587211334879E-002	99.975487204089418
12	1.7929720537824061E-003	9.4366950199074057E-003	99.984923899109333
13	1.5255081666573540E-003	8.0289903508281822E-003	99.992952889460156
14	6.2026422820451023E-004	3.2645485694974240E-003	99.996217438029660
15	4.4944523076620571E-004	2.3655012145589785E-003	99.998582939244216
16	1.3213771267827601E-004	6.9546164567513725E-004	99.999278400889892
17	9.2743266248366049E-005	4.8812245393876897E-004	99.999766523343837
18	3.5737319460148398E-005	1.8809115505341272E-004	99.999954614498890
19	8.6232452114746388E-006	4.5385501113024441E-005	100.00000000000000
