xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=28, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	14.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1983	5.0497094528183251
1984	7.1196916041725551
1985	5.3049808344702019
1986	6.4697035526550239
1987	5.7429034743897915
1988	5.3728737453028730
1989	5.3832402920277191
1990	5.8201918438815747
1991	6.9794432204433434
1992	5.9078808654711521
1993	5.4098652651125168
1994	6.0641798109615763
1995	5.0145353352563085
1996	5.3315837293014132
1997	5.9907852816751923
1998	5.2276036857251897
1999	4.8415008708005693
2000	6.2812164734035720
2001	5.7398244376530716
2002	5.6066810830572749
2003	5.4939074908051051
2004	5.9045875212100540
2005	4.9979855935321984
2006	5.3053335179609347
2007	5.2150669114440777
2008	4.8276802346766878
2009	6.4474257503368131
2010	4.9856381214548504
