xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=28, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	10.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1983	4.8577996575423645
1984	4.6868239130898051
1985	5.1589388040746478
1986	5.9357685446995507
1987	5.9978961543963294
1988	5.4003110200163711
1989	5.1637423013832313
1990	5.9591724007895381
1991	6.0746080065017054
1992	5.9194498280983083
1993	5.6613555768576260
1994	5.9783525445054257
1995	5.5768138305393427
1996	5.8357387116305688
1997	5.7802061156189097
1998	5.4285742959317025
1999	4.9112345782141258
2000	5.2986343124459658
2001	5.4621453063418812
2002	5.3702678960882304
2003	5.5954546558617917
2004	5.3866796421059107
2005	4.9711823743423471
2006	5.1737663593646586
2007	5.7152392628121067
2008	5.0689374374471017
2009	5.6757712411394534
2010	4.9399152281610039
