xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=19, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	13.289723092254917	69.945911011867935	69.945911011867935
2	4.3010107444562520	22.636898655032891	92.582809666900829
3	0.82443306096182678	4.3391213734832954	96.921931040384109
4	0.28723618291745567	1.5117693837760813	98.433700424160207
5	0.18913695167657196	0.99545764040300955	99.429158064563225
6	5.2106179287572864E-002	0.27424304888196221	99.703401113445196
7	1.5332549374295731E-002	8.0697628285766931E-002	99.784098741730958
8	1.1774607183587089E-002	6.1971616755721479E-002	99.846070358486671
9	1.1255758685890500E-002	5.9240835188897327E-002	99.905311193675587
10	7.3226593869579540E-003	3.8540312562936573E-002	99.943851506238516
11	6.4226880600896531E-003	3.3803621368892887E-002	99.977655127607420
12	1.9215600104021684E-003	1.0113473738958774E-002	99.987768601346374
13	1.1812220228600147E-003	6.2169580150527046E-003	99.993985559361434
14	6.6428379608959355E-004	3.4962305057347001E-003	99.997481789867166
15	2.2465019805335506E-004	1.1823694634387099E-003	99.998664159330616
16	1.5859501948542763E-004	8.3471062887067115E-004	99.999498869959481
17	6.3575419631932962E-005	3.3460747174701537E-004	99.999833477431224
18	2.2887065401735341E-005	1.2045823895650170E-004	99.999953935670177
19	8.7522226654361010E-006	4.6064329818084707E-005	100.00000000000000
