xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=X_loadings, cpt:nrow=19, cpt:ncol=4, cpt:row=station, cpt:col=mode 
Station	Latitude	Longitude	1	2	3	4
PRATE_1	29.763660000000002	-100.31250000000000	-0.23008912744810484	0.24482767480442069	2.3126215690658203E-002	0.17742628547837591
PRATE_2	29.763660000000002	-98.437500000000000	-0.21453591371897496	0.22226686143219337	0.13426623104564214	0.51036524436813768
PRATE_3	29.763660000000002	-99.375000000000000	-0.22216144512042874	0.25822146874389318	5.5069804469653705E-002	0.39656094008026443
PRATE_4	30.708539999999999	-100.31250000000000	-0.22531590677484570	0.27338445840526143	1.2799952707159494E-002	-0.12204999606450830
PRATE_5	30.708539999999999	-98.437500000000000	-0.23263532090360106	0.23155739107885018	3.8250885239901854E-003	0.16183799072125965
PRATE_6	30.708539999999999	-99.375000000000000	-0.23047365144528245	0.27773124742665511	-6.8780781418753198E-003	4.7696016090931145E-002
PRATE_7	31.653420000000001	-100.31250000000000	-0.21503385070073761	0.23476092768957768	5.7447851271965611E-002	-0.42885177970563271
PRATE_8	31.653420000000001	-98.437500000000000	-0.21646643031404370	0.22588273866858083	-0.10776693041924343	-0.34538523325624781
PRATE_9	31.653420000000001	-99.375000000000000	-0.22319352346471572	0.24915685425477416	-5.6335855774058988E-002	-0.41458530215355816
TMP_1	29.763660000000002	-100.31250000000000	0.24620782375175265	0.20297731935327709	6.2815375717288360E-002	-5.3808410271232614E-002
TMP_2	29.763660000000002	-98.437500000000000	0.24063170029497805	0.23410331068193707	6.8991978709061291E-002	-5.7852716424164383E-002
TMP_3	29.763660000000002	-99.375000000000000	0.24398382866455517	0.21949416627096657	5.8740788276104267E-002	-5.9108379224446714E-002
TMP_4	30.708539999999999	-100.31250000000000	0.24670804100321514	0.20921327233300038	6.9664469293999109E-002	2.4084696517224086E-003
TMP_5	30.708539999999999	-98.437500000000000	0.24249460269546047	0.23159763828349905	6.7209380717507122E-002	-1.4671428053081352E-002
TMP_6	30.708539999999999	-99.375000000000000	0.24564586642209929	0.21972493284837935	5.0146665226406276E-002	-6.3463041888514732E-003
TMP_7	31.653420000000001	-100.31250000000000	0.24606318215397799	0.20530543489517475	6.8120683567081064E-002	4.7931978617041265E-002
TMP_8	31.653420000000001	-98.437500000000000	0.24361396932688928	0.22273470953069358	5.1422355317232077E-002	3.5771319351877592E-002
TMP_9	31.653420000000001	-99.375000000000000	0.24566911319175855	0.21420172542029897	4.4509775407332197E-002	4.5754703565029850E-002
03.0	30.751289900000000	-98.669759900000003	-0.11158801493480044	-0.15086136216802304	0.96269658885118592	-0.12911335868667503
