xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=28, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	08.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1983	4.7646533039360950
1984	3.8619833432533222
1985	4.0394143531259186
1986	3.9284250860273593
1987	5.0816189773198577
1988	5.4588353809383880
1989	4.9780054201966495
1990	5.6368153256778797
1991	4.4841528569949816
1992	4.2087334372338683
1993	4.0067000543268962
1994	4.2377596870867755
1995	4.8011928130329800
1996	5.2191342728125623
1997	5.3046810187112703
1998	5.3256700562589412
1999	4.8260643375232366
2000	3.8210765480182620
2001	5.0288006566039103
2002	5.9883684782440705
2003	4.6859581484653248
2004	5.2408517382867448
2005	4.9787430940263064
2006	4.1590302303321263
2007	5.5327654870754532
2008	4.0999466403052853
2009	4.4806786482409979
2010	5.3585606059441373
