xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=19, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	14.902352451555990	78.433433955557859	78.433433955557859
2	2.6631917628990789	14.016798752100417	92.450232707658273
3	0.89140778960368061	4.6916199452825307	97.141852652940798
4	0.24518203685018419	1.2904317728957067	98.432284425836514
5	0.12304706119426384	0.64761611154875720	99.079900537385271
6	5.9070384489684581E-002	0.31089676047202414	99.390797297857276
7	4.7505109511525138E-002	0.25002689216592183	99.640824190023210
8	3.0669047391361965E-002	0.16141603890190509	99.802240228925115
9	1.5288274650089540E-002	8.0464603421523909E-002	99.882704832346647
10	7.5094585069713357E-003	3.9523465826164936E-002	99.922228298172811
11	5.7281567692112831E-003	3.0148193522164655E-002	99.952376491694977
12	2.8693644606794283E-003	1.5101918214102257E-002	99.967478409909063
13	2.3917650307455182E-003	1.2588237003923782E-002	99.980066646912988
14	1.7672460810577671E-003	9.3012951634619343E-003	99.989367942076456
15	9.5709461341848693E-004	5.0373400706236167E-003	99.994405282147085
16	5.6265682142991750E-004	2.9613516917364083E-003	99.997366633838823
17	3.0521551825300785E-004	1.6063974644895153E-003	99.998973031303308
18	1.6429910291062522E-004	8.6473212058223810E-004	99.999837763423884
19	3.0824949462508996E-005	1.6223657611846843E-004	100.00000000000000
