xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	15.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1982	6.0942035594835620
1983	4.9104501404458398
1984	5.7306396039395509
1985	5.9518302257038105
1986	6.3105343344170981
1987	5.7995259687157850
1988	5.8712592180915273
1989	5.2996958853572487
1990	5.1342735370748525
1991	8.3061471741009072
1992	5.7448298635673902
1993	5.4424801375876575
1994	5.7562342566756275
1995	5.2011173617534219
1996	6.7311594893997224
1997	6.2772638493915975
1998	5.0503419201900490
1999	4.8767153570238131
2000	6.0873903746990949
2001	5.6293965164712558
2002	5.7080462801029732
2003	5.1289346545215579
2004	5.9857853683610607
2005	5.0889729509032522
2006	4.9890526654602363
2007	5.2679909126325608
2008	4.9239962224610903
2009	6.5971770832859820
2010	4.9386590166748947
2011	5.5256077655175577
2012	4.7722731636275153
2013	4.9472353558352875
2014	4.7125722062685673
2015	5.3641668305972994
2016	5.7721557189993744
