xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	11.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1982	5.2325668553464943
1983	3.7619703635000206
1984	5.3781759021979338
1985	7.1018454030244085
1986	6.7282872324061200
1987	5.8629603651771971
1988	5.1240557154311999
1989	4.5763592260062520
1990	5.7919982388245801
1991	5.5081765739542341
1992	5.6943266518176356
1993	5.4854986572292717
1994	5.5872232244967917
1995	5.1863884348662941
1996	7.2493461087086031
1997	6.2140754598890071
1998	5.6872280763993839
1999	5.1109535305911260
2000	6.0177854337862078
2001	5.1634880954347766
2002	5.2912363845646784
2003	5.8217433400855452
2004	5.3306061758431129
2005	4.9383859848180505
2006	4.9229423035517836
2007	5.5938846084796845
2008	4.9092256959636709
2009	5.7543379981822769
2010	4.8268111377502878
2011	5.1831272077404158
2012	4.5531032597638053
2013	5.3651501487426030
2014	4.7622049553937043
2015	4.8735962296207482
2016	5.7525833398988437
