xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	08.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1982	4.3120815127466319
1983	3.8663458936811415
1984	3.7290531795883899
1985	4.4992495474755048
1986	3.9729937358918561
1987	5.4909455645146386
1988	6.4157999434736599
1989	3.5980546489072252
1990	5.5133797779776605
1991	4.8646269907725515
1992	5.3961070567790195
1993	3.8320194447104972
1994	3.4645604462361677
1995	4.7086260466636283
1996	4.5066876976535619
1997	5.6570085273197952
1998	4.1473692816204926
1999	4.4062721384636019
2000	3.6712202330859638
2001	4.4088214850967766
2002	5.8912642831489830
2003	4.1302988819719904
2004	5.1752083242618525
2005	4.5332201095977220
2006	3.4488690638400303
2007	6.0881842253902390
2008	4.0598769133126087
2009	4.1888445780043950
2010	5.4638833803449511
2011	3.4013131878155356
2012	4.2559251866756798
2013	3.5427471950889085
2014	3.7052047781166646
2015	4.7760968965493573
2016	4.8196499840433980
