xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	07.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1982	4.8956084429397171
1983	4.9570472049179788
1984	4.7793833110588553
1985	4.5467588510606953
1986	4.6568232653344550
1987	6.0334579697010664
1988	4.6005093955858625
1989	4.7101826808685674
1990	4.6251500281006699
1991	4.9420601197279339
1992	5.8038620757192954
1993	5.0806373688946946
1994	5.2010987269134823
1995	5.0552642089567152
1996	4.5907400183290354
1997	5.6847136162572323
1998	4.6660967135508917
1999	4.6760183927867418
2000	4.6164117193770577
2001	4.6409404296846288
2002	4.5531498726087589
2003	5.0369502142902851
2004	5.7247091186286454
2005	4.9866117187677688
2006	4.1710317207567735
2007	5.5964594115907014
2008	4.2625873975371302
2009	4.5699067931259370
2010	4.6704197212539897
2011	3.9577009625753714
2012	4.5758660459058920
2013	4.3437600307560924
2014	4.7470951228596903
2015	5.7428996701570743
2016	5.0076126174509348
