xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	05.0
cpt:Y	28.308889059999998
cpt:X	-98.557238400000003
1982	3.5952855343936481
1983	-0.35309820377785606
1984	-1.5147615328500232
1985	5.5597515508081123
1986	0.49686384747050027
1987	4.4593530474002243
1988	3.2353225236163121
1989	1.1205378969906472
1990	5.1650740517527698
1991	3.9594565782149624
1992	5.7703542164724579
1993	3.3330662274111362
1994	0.14363371954355264
1995	4.6151443354615260
1996	-3.2650730530980066
1997	5.3389872794207376
1998	2.4156672348767807
1999	5.7960660490472273
2000	4.2274734505928588
2001	4.4056619583214829
2002	-0.43083144008039520
2003	3.8534346215020712
2004	6.7442496305276531
2005	5.4547576353858442
2006	-0.36140757161725645
2007	2.1459890043456573
2008	1.9270039970102031
2009	-8.4233211063138587
2010	5.9820596420601326
2011	-2.7261990000495673
2012	5.2027084672375352
2013	-2.3066737454975090
2014	0.79244437437492099
2015	8.7400784464653825
2016	7.1431744547390359
