xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	01.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1982	5.4094616901091479
1983	5.0440432964567350
1984	4.5384755248030624
1985	6.7735850665351300
1986	5.0205551716288452
1987	6.2082412621922058
1988	5.5733550102512179
1989	5.3737242492699568
1990	5.0690505307169058
1991	5.1238489231721651
1992	7.1582111919715885
1993	5.5869004536703661
1994	5.0279844993059202
1995	5.4851879070472576
1996	4.9953390106204658
1997	5.6688274835745247
1998	5.3779472521718441
1999	5.6350602622743668
2000	5.1455766075135987
2001	6.0188121753700097
2002	5.4882490655906393
2003	5.3201938937206457
2004	5.0053208776955582
2005	5.7724925802717717
2006	4.9642984337619565
2007	4.8140347975904039
2008	5.4964395899036109
2009	4.8160809133638471
2010	5.2517746190513650
2011	4.9559785545875812
2012	5.0016182283427044
2013	4.3839817474188996
2014	4.8231583985242912
2015	4.3708603999722442
2016	5.2732903315492345
