xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	10.0
cpt:Y	32.932977780000002
cpt:X	-99.215388899999994
1982	3.9097830585306217
1983	0.48115273360666810
1984	1.8342651284970009
1985	2.9419150771138884
1986	4.0972027477252517
1987	4.7747142223589716
1988	2.9319084924705887
1989	2.8371165700835252
1990	6.0532268512858352
1991	6.1754494772574375
1992	3.2640627505690345
1993	3.9401378677032173
1994	4.0525586643657485
1995	4.1353223937306529
1996	3.2376069397030500
1997	5.1123905239603609
1998	-1.2446594875228310
1999	-0.67041801895850162
2000	-1.4381865790248365
2001	3.2249375747689042
2002	3.1768147495965802
2003	3.2063431565437428
2004	3.8568313753961059
2005	3.7087290557040946
2006	0.96875866948355260
2007	3.4845629202571082
2008	2.7560081953109234
2009	4.8717511203650332
2010	3.7176477667785957
2011	-1.1028906521256587
2012	0.97739345200976424
2013	0.26770296040443009
2014	4.0886308597724135
2015	3.9442282265590554
2016	3.8116134557199723
