xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	10.0
cpt:Y	32.932977780000002
cpt:X	-99.215388899999994
1982	3.3773858042715359
1983	2.1517122783309692
1984	3.1771966551810702
1985	3.2295437915120258
1986	5.3381635101857272
1987	5.3212787042008936
1988	2.7453889823999189
1989	3.8563170790950529
1990	5.1766565002039098
1991	5.0520216303323018
1992	5.1002141644231109
1993	5.1226834858840462
1994	4.5905019111503158
1995	4.2115090911738982
1996	4.4944171040188365
1997	4.2599241055216197
1998	-1.4655313360966153
1999	-2.2811416826777031
2000	-1.7127556981475647
2001	2.8511667797561016
2002	2.1235149825079711
2003	3.8805891494530438
2004	3.4389436244150984
2005	3.6932464589113945
2006	1.3464349970040888
2007	3.6160020073663524
2008	2.6135279976564978
2009	1.4241341924720354
2010	3.7111745859709937
2011	-2.1171031428498766
2012	1.5832315360926499
2013	1.0748616430140918
2014	3.6430096980545414
2015	1.9241048092131254
2016	4.8322868999965740
