xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	12.0
cpt:Y	32.932977780000002
cpt:X	-99.215388899999994
1982	4.0801430403535193
1983	4.4852171393133480
1984	4.3476552033761582
1985	3.9403121106732044
1986	5.1901586971916691
1987	4.4943880237011573
1988	3.8180852389132776
1989	3.0206989749474769
1990	3.9781460775775574
1991	4.8895714515444837
1992	4.3736511172580164
1993	4.6298289030572928
1994	3.4459797219485715
1995	3.8821976833619507
1996	4.0754121066500515
1997	4.4493174295068627
1998	2.9605802425349164
1999	1.1652516271206825
2000	3.5136136962215447
2001	2.7543516035877507
2002	3.7645091516134510
2003	2.5441125026156417
2004	5.1909370814360525
2005	3.1455053785214568
2006	2.0898941937290081
2007	3.6951015095045472
2008	3.4959850100161756
2009	2.9758358651959451
2010	2.7893918517260436
2011	0.97193689700458119
2012	1.6762924818778973
2013	2.4916444107523144
2014	3.1601418043672256
2015	4.5478694440822842
2016	3.9361653287172818
