xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	09.0
cpt:Y	32.932977780000002
cpt:X	-99.215388899999994
1982	4.5036718922989785
1983	3.4866296656794962
1984	2.6912334899824693
1985	3.5927466814322986
1986	2.3740424987434796
1987	4.5762495489392858
1988	3.8242542306837235
1989	2.2213786161914659
1990	4.4573566959610904
1991	4.6279888349864970
1992	5.9868769340477517
1993	3.5424543388306571
1994	2.8917437214155663
1995	4.6145534268490795
1996	3.6506360446490920
1997	3.1150968331336601
1998	-5.0284436831883683
1999	-5.5474189247228001
2000	-4.4493621224155717
2001	-4.6922338458798105
2002	2.6544738782795037
2003	1.0150892323509129
2004	4.2407634060443362
2005	5.9838784793583750
2006	-5.0325114895344516
2007	4.5711303503902689
2008	2.3969234288118195
2009	2.5138312096829916
2010	4.4044995759558798
2011	-1.3480631846794695
2012	-5.1408833575246478
2013	1.2817355331361262
2014	0.34695874635780677
2015	2.7239811197352193
2016	2.8030681940175231
