xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	09.0
cpt:Y	32.932977780000002
cpt:X	-99.215388899999994
1982	4.9519424931935871
1983	2.2701545238391301
1984	2.2412903912355304
1985	2.6763667782081408
1986	3.3945751477723567
1987	3.9823368562104200
1988	1.4223497924505391
1989	2.1358507306898673
1990	7.0321706011433589
1991	4.3320534470227363
1992	5.3607507896260458
1993	4.0523808915033310
1994	1.5817778802391058
1995	4.5363907702614297
1996	3.9842530448213251
1997	5.0916335548144005
1998	-5.0131379027200449
1999	-5.7997474145668111
2000	-6.4928473632721122
2001	-3.7607251455429065
2002	3.2830103424179522
2003	0.89791077409837905
2004	4.2272787116043755
2005	5.4859272626835667
2006	-2.7938936142889252
2007	5.2073693229884501
2008	0.99140767413520292
2009	2.9991810932252148
2010	3.3288648177569313
2011	-1.5831997474550510
2012	-4.3428512364494294
2013	1.8095015384519377
2014	-0.96970120116430247
2015	4.5756014984007018
2016	2.7581028966601275
