xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	15.0
cpt:Y	33.008157699999998
cpt:X	-100.18065890000000
1982	1.9761373802444866
1983	3.2602184541758419
1984	4.2945296779282209
1985	2.8723686090805263
1986	3.7040354022056823
1987	2.5357094188429654
1988	3.6145849857278622
1989	2.5043300286199677
1990	2.7501783003837206
1991	4.8463360676246978
1992	1.9943290652597123
1993	2.5131199408495535
1994	0.51091091737979966
1995	1.5373791422065621
1996	3.8628332970880646
1997	1.2298231770403494
1998	-4.6467585110081799
1999	0.55429821008237345
2000	3.7030478341207465
2001	1.9500034171900598
2002	2.3712768313955768
2003	2.1470859981653021
2004	4.2681682035408999
2005	3.0549761954696617
2006	3.3256703122474733
2007	3.0069681129499468
2008	3.3428552073762043
2009	3.9731928851170535
2010	3.9870249396756012
2011	2.4560206934968081
2012	1.4434864653717923
2013	2.8529241041578417
2014	3.5769576151361537
2015	2.1656276633404801
2016	3.3929947148340922
