xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	12.0
cpt:Y	33.008157699999998
cpt:X	-100.18065890000000
1982	-0.47885274889079743
1983	5.1779739600595676
1984	4.2054994550597957
1985	3.9936586216139913
1986	6.1978214066827357
1987	2.1588303603653074
1988	-2.2581780220899885
1989	-3.6000046620853903
1990	3.6553471942647198
1991	5.3016466534309421
1992	3.4907965431642571
1993	1.7776940285398064
1994	2.5701273091282104
1995	1.9221127254061141
1996	3.1578265305809099
1997	2.6116901682151283
1998	1.2207658737543483
1999	-0.25445523044839291
2000	3.7807955802742201
2001	2.6444995275792600
2002	3.2442577934250005
2003	-0.23102664382365035
2004	6.9685598339564514
2005	2.5349300256075615
2006	3.1673177219680841
2007	1.4681655844155603
2008	3.1619836207035248
2009	0.51767896008603165
2010	-0.92443951975608218
2011	-0.90350190691693055
2012	-9.7290745824717959
2013	-1.5132653962531220
2014	4.1872512388659064
2015	5.2324537109025702
2016	2.4000682782969580
