xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	08.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1982	4.6388136904208839
1983	4.2972325594630094
1984	4.1494305423494513
1985	4.5271802124916407
1986	3.9300399434463955
1987	5.1842551908041914
1988	6.6050491239939628
1989	4.4879742991669520
1990	5.8307057171820693
1991	4.9929987490831511
1992	5.1978071627216789
1993	4.2247663828826445
1994	4.1746770762136602
1995	4.8727455332577234
1996	4.6930236698146652
1997	5.2717421539001093
1998	4.0503714122701737
1999	4.8423716723355499
2000	3.9663281531818937
2001	4.5752663562080436
2002	6.1211841538275529
2003	4.4530576257414429
2004	4.7953642267901770
2005	5.0174344947016429
2006	4.1480378174376424
2007	5.9515961786091207
2008	4.2149848724039964
2009	4.1674088848218727
2010	5.3904517093569453
2011	2.9011357275811465
2012	4.9152512439265594
2013	3.2753826150190091
2014	2.9263528290807392
2015	2.3496635377027157
2016	2.5267267919682053
