xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	02.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1982	5.4073678716520810
1983	5.4261319131565093
1984	4.7512809712065689
1985	7.4146642882164864
1986	5.2142385456222868
1987	6.5762343673955703
1988	5.7998514549408933
1989	5.3561107327026125
1990	5.9283795329931923
1991	5.8061202774983380
1992	6.6272126682626631
1993	5.8626881965418800
1994	5.3902605911577322
1995	5.7430765752301758
1996	5.0765621305081883
1997	5.3496735519638321
1998	5.9529122754906600
1999	5.4135251706727887
2000	5.3627346919012453
2001	6.1939507396930154
2002	5.6400067970690868
2003	5.7064617239946598
2004	5.4685313799934026
2005	6.2852598067653851
2006	5.3735299882676735
2007	5.4479665411117839
2008	5.0238986473254927
2009	4.9154252722937528
2010	6.5833829577823080
2011	4.7296540545462511
2012	4.7249224410287738
2013	4.2768945380670722
2014	4.3985078618247311
2015	4.7530200279656052
2016	5.3137553685772607
