xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	06.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1982	5.3596300444061056
1983	5.4113859380696407
1984	4.8878873320663256
1985	5.7960683040313130
1986	5.9060302021378979
1987	6.1509647215566634
1988	4.2384303305800586
1989	5.7097307245951949
1990	6.3167508637621790
1991	5.1897985957730262
1992	6.6939459056533046
1993	6.1468019254980755
1994	5.1795049568357525
1995	4.8558456638093910
1996	3.8096314406388290
1997	5.7395703716135040
1998	5.1806999631613202
1999	4.8104045432277074
2000	4.7712960182245920
2001	6.1687944041109386
2002	5.2782349714916048
2003	5.5294696602759723
2004	6.3079730626198849
2005	5.7328678079069473
2006	5.3009922864787642
2007	4.9070542434253497
2008	5.0079923164322020
2009	5.7982349846260579
2010	5.5172202654769604
2011	5.2332367440062919
2012	5.6461299922140302
2013	4.6116450691765349
2014	5.1621397494030168
2015	5.9192129015735384
2016	6.0136892305343581
