xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=13, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	8.7395935924361545	67.227643018739670	67.227643018739670
2	2.9861434793704937	22.970334456696111	90.197977475435778
3	0.93383799412461221	7.1833691855739419	97.381346661009715
4	0.22502407220174275	1.7309544015518679	99.112301062561585
5	6.9004830482964602E-002	0.53080638833049709	99.643107450892074
6	1.4802390301550285E-002	0.11386454078115607	99.756971991673240
7	1.2420233265795657E-002	9.5540255890735851E-002	99.852512247563965
8	9.6921498812743458E-003	7.4554999086725762E-002	99.927067246650694
9	7.0928278292005801E-003	5.4560214070773702E-002	99.981627460721469
10	1.8045633218809738E-003	1.3881256322161343E-002	99.995508717043649
11	3.7786311363641265E-004	2.9066393356647134E-003	99.998415356379311
12	1.7446829988232923E-004	1.3420638452486867E-003	99.999757420224540
13	3.1535370808435059E-005	2.4257977544950052E-004	99.999999999999986
