xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=13, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	7.4381056377566841	57.216197213512984	57.216197213512984
2	4.4696035856752676	34.381566043655923	91.597763257168893
3	0.73878261448354032	5.6829431883349288	97.280706445503839
4	0.20417516244882630	1.5705781726832801	98.851284618187108
5	8.3107167984573196E-002	0.63928590757364023	99.490570525760759
6	2.9117126130655896E-002	0.22397789331273776	99.714548419073495
7	2.0809490514588986E-002	0.16007300395837690	99.874621423031883
8	8.4862591561788020E-003	6.5278916585990818E-002	99.939900339617850
9	5.7021747246819637E-003	4.3862882497553587E-002	99.983763222115428
10	1.1989195710815788E-003	9.2224582390890725E-003	99.992985680354494
11	6.3104618039579359E-004	4.8542013876599534E-003	99.997839881742166
12	2.3081965267377093E-004	1.7755357897982389E-003	99.999615417531970
13	4.9995720845684601E-005	3.8458246804372786E-004	100.00000000000000
