xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=28, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	15.0
cpt:Y	32.932977780000002
cpt:X	-99.215388899999994
1983	3.6416921983607882
1984	4.9209950569405336
1985	3.7767107595200318
1986	6.3004873031926030
1987	3.9734366689272798
1988	4.3177218761059573
1989	3.4962819412713610
1990	4.3610347818196589
1991	6.9147595853771158
1992	4.5200172018811751
1993	4.8080222789710225
1994	4.1873000730674237
1995	3.6313922469391748
1996	4.8912400506323372
1997	4.4596719896566777
1998	3.4369538059369993
1999	3.1021285049035345
2000	4.9463768234474674
2001	4.0236465452529924
2002	3.7035982466065307
2003	3.7160709044531695
2004	4.6274443565981471
2005	3.0189053274755073
2006	3.2785944278966994
2007	3.9020602960731656
2008	3.1614016699774776
2009	5.1142275571483671
2010	3.7547375215668817
