xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=13, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	9.6729652552610847	74.407425040469917	74.407425040469917
2	1.5325271343050892	11.788670263885308	86.196095304355239
3	1.0016267777259955	7.7048213671230465	93.900916671478271
4	0.35996352350473820	2.7689501808056800	96.669866852283960
5	0.20386139600324479	1.5681645846403454	98.238031436924302
6	9.8634148213413347E-002	0.75872421702625692	98.996755653950558
7	6.5400805787915073E-002	0.50308312144550082	99.499838775396071
8	3.8015133293570182E-002	0.29242410225823229	99.792262877654295
9	1.7219182209697276E-002	0.13245524776690221	99.924718125421194
10	4.2277397126758813E-003	3.2521074712891417E-002	99.957239200134083
11	3.3079511433439469E-003	2.5445778025722683E-002	99.982684978159796
12	1.6743365708487238E-003	1.2879512083451727E-002	99.995564490243254
13	5.7661626837808718E-004	4.4355097567545191E-003	100.00000000000000
