xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=X_loadings, cpt:nrow=13, cpt:ncol=4, cpt:row=station, cpt:col=mode 
Station	Latitude	Longitude	1	2	3	4
prec_1	34.882520000000000	-104.06250000000000	-0.27711637044088233	0.32024282149082534	1.6233904208989444E-002	-0.33390037096968883
prec_2	34.882520000000000	-101.25000000000000	-0.28514037723008850	0.32274219089314815	-5.3667110242426694E-002	0.11662792629486293
prec_3	34.882520000000000	-98.437500000000000	-0.25192993727191132	0.30976686719576224	-0.18212485154826072	0.67094888235036665
prec_4	32.091940000000001	-104.06250000000000	-0.28373642247881076	0.24237397756660750	-5.5724776884233600E-002	-0.50516274850971843
prec_5	32.091940000000001	-101.25000000000000	-0.29232717477640890	0.24960320741869108	-0.12418483354743877	-0.25916422004832657
prec_6	32.091940000000001	-98.437500000000000	-0.28483132759153956	0.20644773368074634	-0.26668233911437439	0.22921892631698165
st_1	34.882520000000000	-104.06250000000000	0.29470340151509034	0.27661106355258552	-6.3321201811817107E-002	-6.5866287136251617E-002
st_2	34.882520000000000	-101.25000000000000	0.29737321961147933	0.26623481883380162	-0.11065090200734039	-8.9554116103761169E-002
st_3	34.882520000000000	-98.437500000000000	0.29232659106783243	0.28076509490876289	-0.12414948576799251	-0.11701598297148617
st_4	32.091940000000001	-104.06250000000000	0.30210939239084211	0.24161221089810758	-4.1625721755457763E-002	6.5542314777623817E-002
st_5	32.091940000000001	-101.25000000000000	0.30052028587349633	0.25526106150959532	-8.2608781891675531E-002	5.8722657080029536E-002
st_6	32.091940000000001	-98.437500000000000	0.29629159448647607	0.26566068724853559	-9.3061541985682505E-002	1.0765059259092546E-002
11.0	33.008157699999998	-100.18065890000000	-3.5147843090922747E-002	0.33663772828666821	0.90838130361590941	0.12620687376436640
