xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=13, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	9.0480018092722077	69.600013917478506	69.600013917478506
2	1.2335291795089396	9.4886859962226104	79.088699913701134
3	1.0268162852032601	7.8985868092558453	86.987286722956966
4	0.65514897038082476	5.0396074644678821	92.026894187424858
5	0.27193469212072185	2.0918053240055525	94.118699511430407
6	0.26310534191641272	2.0238872455108665	96.142586756941270
7	0.21127020504300925	1.6251554234077634	97.767742180349046
8	0.14648586649912418	1.1268143576855705	98.894556538034593
9	7.6098590099964822E-002	0.58537376999972934	99.479930308034341
10	4.0205667460145027E-002	0.30927436507803857	99.789204673112366
11	1.4506157820771737E-002	0.11158582939055181	99.900790502502929
12	9.8112336196587990E-003	7.5471027843529215E-002	99.976261530346463
13	3.0860010549609951E-003	2.3738469653546111E-002	100.00000000000000
