xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=13, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	10.146880032828138	78.052923329447268	78.052923329447268
2	1.2595050463379009	9.6885003564453971	87.741423685892656
3	1.0084552974927679	7.7573484422520638	95.498772128144736
4	0.25533644475397976	1.9641264981075379	97.462898626252255
5	0.11594274956761186	0.89186730436624562	98.354765930618498
6	8.5903609160516523E-002	0.66079699354243515	99.015562924160932
7	5.3869549891304186E-002	0.41438115301003242	99.429944077170973
8	3.2455354337542354E-002	0.24965657182724901	99.679600648998218
9	1.9023638774279872E-002	0.14633568287907603	99.825936331877301
10	1.2129744928737907E-002	9.3305730221060867E-002	99.919242062098348
11	6.1766097670973965E-003	4.7512382823826152E-002	99.966754444922188
12	3.4032972380925236E-003	2.6179209523788657E-002	99.992933654445977
13	9.1862492202470902E-004	7.0663455540362274E-003	100.00000000000000
