xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=13, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	9.2708520620187205	71.314246630913203	71.314246630913203
2	2.0295395566565153	15.611842743511648	86.926089374424834
3	0.76772681838147128	5.9055909106266986	92.831680285051533
4	0.36637580652694984	2.8182754348226897	95.649955719874228
5	0.26665267497690459	2.0511744228992650	97.701130142773479
6	0.13305337458784453	1.0234874968295726	98.724617639603053
7	6.4313436849354852E-002	0.49471874499503704	99.219336384598094
8	5.9675339714248030E-002	0.45904107472498462	99.678377459323073
9	2.8759544611787452E-002	0.22122726624451874	99.899604725567613
10	5.9357770924073870E-003	4.5659823787749104E-002	99.945264549355358
11	4.1382336388196732E-003	3.1832566452459007E-002	99.977097115807808
12	2.5911900178976883E-003	1.9932230906905282E-002	99.997029346714712
13	3.8618492708688792E-004	2.9706532852837517E-003	100.00000000000000
