xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=13, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	9.0479231470542079	69.599408823493960	69.599408823493960
2	2.1013384883416335	16.164142218012579	85.763551041506531
3	0.94190995380262832	7.2454611830971460	93.009012224603680
4	0.68024541601530975	5.2326570462716164	98.241669270875306
5	8.7877083622355578E-002	0.67597756632581252	98.917646837201119
6	4.6215625381187099E-002	0.35550481062451639	99.273151647825628
7	3.4314944502478642E-002	0.26396111155752822	99.537112759383149
8	2.3293437126105977E-002	0.17918028558543073	99.716293044968609
9	2.0098147343108615E-002	0.15460113340852791	99.870894178377128
10	1.1400002358187104E-002	8.7692325832208554E-002	99.958586504209336
11	2.9413221085413293E-003	2.2625554681087165E-002	99.981212058890407
12	1.9145015674983409E-003	1.4726935134602633E-002	99.995938994025011
13	5.2793077674782277E-004	4.0610059749832551E-003	100.00000000000000
