xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	15.0
cpt:Y	33.008157699999998
cpt:X	-100.18065890000000
1982	2.1885611049500993
1983	3.1300447854282085
1984	4.1523183133409143
1985	2.7494595874904464
1986	3.7977207926491690
1987	2.4809681286755279
1988	3.3603169949916891
1989	2.6446746036802060
1990	2.8580668051330478
1991	4.7706853780689062
1992	2.6954186945230423
1993	2.0452029379814158
1994	-1.5728123978461857
1995	0.78233509600582996
1996	3.9480467535769490
1997	1.3427927357418734
1998	-1.3282285005827652
1999	2.2943877521655542
2000	3.9452307470687016
2001	2.0914050541382854
2002	2.4293939546016796
2003	2.2694522729803901
2004	4.3110040350987919
2005	3.0571899362692148
2006	3.3260184749589019
2007	2.9810670357441889
2008	3.2177519878257304
2009	3.9232469581489968
2010	3.6085484508635322
2011	1.9958070596629698
2012	1.1088169175751621
2013	2.7287711338642628
2014	3.5440082089327412
2015	2.3304640715305376
2016	3.4655771347614328
