xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=13, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	7.7008327329478936	59.237174868829946	59.237174868829946
2	2.9858621119330144	22.968170091792416	82.205344960622355
3	0.75082487309376778	5.7755759468751355	87.980920907497492
4	0.55663072157511828	4.2817747813470630	92.262695688844559
5	0.40391275869369836	3.1070212207207559	95.369716909565312
6	0.22408002723697584	1.7236925172075064	97.093409426772809
7	0.14249020463761849	1.0960784972124498	98.189487923985283
8	0.10993176252760985	0.84562894252007570	99.035116866505362
9	5.4959134378234603E-002	0.42276257214026608	99.457879438645620
10	4.0435109655128955E-002	0.31103930503945348	99.768918743685063
11	2.4225584232963077E-002	0.18635064794586981	99.955269391630935
12	3.8519628657981662E-003	2.9630483583062816E-002	99.984899875213998
13	1.9630162221799018E-003	1.5100124785999243E-002	100.00000000000000
