xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	14.0
cpt:Y	33.008157699999998
cpt:X	-100.18065890000000
1982	3.7550666036838685
1983	3.2303147296051891
1984	4.1134527158953667
1985	2.7898565257900971
1986	4.2090745920888732
1987	2.9578242181250984
1988	0.87285580183804767
1989	3.3433653934630030
1990	3.6996371656927964
1991	5.0849168555872701
1992	4.1344635336941131
1993	-1.6457892964606202E-002
1994	-1.3287420322445014
1995	0.36179255814324973
1996	2.4248980423323827
1997	1.8888902738995004
1998	-0.79499899524745476
1999	-2.1309696969730814
2000	4.7038300531971675
2001	2.1370265517563936
2002	3.0724940846584863
2003	0.59089581592536633
2004	4.9210424202720073
2005	2.6940219399886280
2006	3.8809391281519416
2007	3.4578598091103254
2008	2.9017205252908354
2009	2.4232628793623503
2010	3.0378414458036471
2011	1.1669848055686896
2012	0.96630525391162703
2013	2.0330329206441444
2014	3.1491747146023430
2015	3.5419820847397729
2016	3.3025937746065619
