xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=13, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	9.5446154292616221	73.420118686627788	73.420118686627788
2	1.5625745665742148	12.019804358263178	85.439923044890961
3	0.98476973924011590	7.5751518403085765	93.015074885199539
4	0.49284762305724011	3.7911355619787663	96.806210447178316
5	0.19944174088854827	1.5341672376042159	98.340377684782538
6	9.3496907658245323E-002	0.71920698198650179	99.059584666769041
7	5.6771216189246770E-002	0.43670166299420554	99.496286329763251
8	2.7755765871456971E-002	0.21350589131889958	99.709792221082154
9	2.0109177898365187E-002	0.15468598383357821	99.864478204915741
10	8.2415809526425882E-003	6.3396776558789086E-002	99.927874981474531
11	5.5429993269422249E-003	4.2638456361094000E-002	99.970513437835621
12	3.0095689398528468E-003	2.3150530306560339E-002	99.993663968142172
13	8.2368414151778369E-004	6.3360318578290992E-003	99.999999999999986
