xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=13, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	10.469597275708322	80.535363659294759	80.535363659294759
2	1.2163757261914601	9.3567363553189189	89.892100014613675
3	0.75725241582169889	5.8250185832438346	95.717118597857507
4	0.30045580654855336	2.3111985119119480	98.028317109769461
5	9.7081896184874270E-002	0.74678381680672490	98.775100926576172
6	6.3699015985887592E-002	0.48999243066067361	99.265093357236864
7	4.4400866613212048E-002	0.34154512779393870	99.606638485030800
8	2.1802285680194711E-002	0.16770988984765156	99.774348374878471
9	1.7463416739304884E-002	0.13433397491772983	99.908682349796180
10	6.5084760937149169E-003	5.0065200720883954E-002	99.958747550517074
11	3.0940916558450642E-003	2.3800705044962022E-002	99.982548255562051
12	1.5785694375829160E-003	1.2142841827560888E-002	99.994691097389605
13	6.9015733935080424E-004	5.3089026103907994E-003	100.00000000000000
