xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=13, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	10.835771309654042	83.352086997338802	83.352086997338802
2	1.0986075153258845	8.4508270409683455	91.802914038307151
3	0.55367292154106262	4.2590224733927906	96.061936511699940
4	0.26398895088626845	2.0306842375866809	98.092620749286624
5	0.10650023544421293	0.81923258034009971	98.911853329626723
6	5.7841988061331326E-002	0.44493836970254880	99.356791699329264
7	2.9563425384944962E-002	0.22741096449957671	99.584202663828847
8	2.5000981315421774E-002	0.19231524088785987	99.776517904716712
9	1.7841863875450378E-002	0.13724510673423373	99.913763011450953
10	7.0076182987803574E-003	5.3904756144464300E-002	99.967667767595415
11	2.1033376849976257E-003	1.6179520653827894E-002	99.983847288249251
12	1.8132841866611645E-003	1.3948339897393578E-002	99.997795628146648
13	2.8656834093525725E-004	2.2043718533481331E-003	99.999999999999986
