xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=13, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	8.3715031583791344	64.396178141377945	64.396178141377945
2	1.5902520026363676	12.232707712587441	76.628885853965386
3	1.1028642230119363	8.4835709462456617	85.112456800211049
4	0.98337758307797329	7.5644429467536396	92.676899746964679
5	0.36732731913966860	2.8255947626128348	95.502494509577517
6	0.25067428206095255	1.9282637081611731	97.430758217738685
7	0.12849331803952138	0.98841013876554895	98.419168356504230
8	8.4512304210014669E-002	0.65009464776934356	99.069263004273580
9	5.9690279861587536E-002	0.45915599893528863	99.528419003208882
10	4.0505129952799035E-002	0.31157792271383866	99.839996925922719
11	1.0075010308393403E-002	7.7500079295333868E-002	99.917497005218038
12	5.9062324100259064E-003	4.5432557000199277E-002	99.962929562218250
13	4.8191569116278823E-003	3.7070437781752931E-002	100.00000000000000
