xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=13, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	10.294988461402358	79.192218933864368	79.192218933864368
2	0.97124933098351440	7.4711486998731935	86.663367633737550
3	0.77232117692980329	5.9409321302292604	92.604299763966822
4	0.31196558047596012	2.3997352344304645	95.004034998397287
5	0.23872497408855597	1.8363459545273551	96.840380952924633
6	0.19848492403746734	1.5268071079805194	98.367188060905164
7	8.0515487873410257E-002	0.61934990671854095	98.986537967623704
8	5.5143231630112484E-002	0.42417870484701942	99.410716672470713
9	4.0504016359813044E-002	0.31156935661394669	99.722286029084671
10	1.8539262736405861E-002	0.14260971335696829	99.864895742441632
11	1.2385173338400906E-002	9.5270564141545500E-002	99.960166306583176
12	4.1536983462351516E-003	3.1951525740270423E-002	99.992117832323444
13	1.0246817979517491E-003	7.8821676765519228E-003	100.00000000000000
