xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=28, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	05.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1983	5.7225602946687566
1984	5.1669688455612208
1985	5.8597290387673056
1986	5.1881636026474816
1987	6.1291521628107590
1988	5.6437819513603280
1989	5.2834218821975458
1990	5.7391102936703247
1991	5.5035360183773738
1992	6.5517402219641934
1993	6.1809923374229578
1994	5.0281414190660625
1995	5.6398779416225970
1996	5.1362319172036131
1997	6.4241572263857796
1998	6.1262953560153735
1999	5.1483002571425525
2000	5.0087330055511625
2001	6.1432227144765363
2002	5.5327867024573063
2003	5.2223795837874150
2004	6.5268617215855453
2005	5.7372044321791673
2006	4.9528367726122298
2007	5.6745937319121662
2008	5.5740055953830900
2009	6.0800137471668716
2010	6.5470478621309720
