xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=28, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	07.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1983	5.1019722481768515
1984	3.6380614629644761
1985	4.4838520829059032
1986	5.3346358381843109
1987	6.2614137403993153
1988	5.3252421190960808
1989	4.8071631119584755
1990	3.9380585485218278
1991	4.7136970922420236
1992	5.6226592212773445
1993	4.8739936075871606
1994	4.8048317082948167
1995	5.3898733749123711
1996	4.8841926984878663
1997	6.3775958394642815
1998	4.8247491117467529
1999	5.5457163824942759
2000	4.5016933272190869
2001	4.8148982686571502
2002	4.3926380719235354
2003	5.1963426029887572
2004	5.5658186368065889
2005	5.5960191281991953
2006	5.2871923433352057
2007	5.9869491376062873
2008	5.0676020873124337
2009	4.6836755943957558
2010	6.1476564888622516
