xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=28, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	10.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1983	5.3974755833048205
1984	4.6367260633156757
1985	5.0813314230261692
1986	5.9186746670489523
1987	5.7413098567828413
1988	5.1316741548047853
1989	6.1066307704397289
1990	6.4345297273617774
1991	6.0297694054503799
1992	6.0608301357408605
1993	5.3233663522783496
1994	5.8583740667094135
1995	5.5005042644470876
1996	5.8249677059000371
1997	5.8182814100715392
1998	5.7882842316653358
1999	4.7383056826147234
2000	5.0129931999724864
2001	5.1356624127075774
2002	4.8773064042260339
2003	5.3601822410362328
2004	5.1975276311345944
2005	5.0139074793472256
2006	5.3602557254501004
2007	5.2140538028223746
2008	5.1184275915992590
2009	5.6792623349328553
2010	5.3113800905527775
