xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=28, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	04.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1983	5.3464372452165563
1984	4.3844685820583855
1985	4.9031619046554162
1986	5.2494284911398674
1987	5.2718537082762458
1988	5.2336839263942920
1989	4.9006378811715088
1990	6.2024260821464434
1991	4.9737590944805659
1992	6.3008534890951795
1993	5.6248649889199784
1994	5.1294061260935688
1995	5.7514698514732077
1996	4.8713052477765117
1997	6.9356026764694869
1998	5.8933203731937489
1999	5.8377428173257888
2000	4.7879239060575669
2001	6.4468106228525253
2002	5.2039207118072497
2003	5.0737476512602475
2004	5.4585437386021471
2005	5.7606565634723239
2006	5.1779487229584733
2007	5.7991744690247113
2008	4.9334541321779950
2009	5.1262534271991713
2010	5.7963127900553779
