xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=28, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	09.0
cpt:Y	33.008157699999998
cpt:X	-100.18065890000000
1983	2.3742999506386773
1984	4.1648533057533079
1985	3.2892201915134391
1986	5.5680660577213850
1987	2.3069458785491843
1988	0.89544826506375985
1989	-0.79006623766207973
1990	0.73962904437443644
1991	-1.2656806768802644
1992	5.4806862130877070
1993	4.0068518570571907
1994	-7.2922048464140277
1995	4.6339749689712111
1996	3.3037026772699383
1997	2.6142826848864473
1998	-1.3368189352617277
1999	3.9741481890999233
2000	2.0703134574880204
2001	2.9963083509483486
2002	3.0227382356322234
2003	0.85614669887596651
2004	5.5366016197708152
2005	6.2272445467964879
2006	2.3855946218294708
2007	5.9568867443645388
2008	3.2944040184022514
2009	2.6610402548920034
2010	4.4084316346990828
