xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=28, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	12.0
cpt:Y	33.008157699999998
cpt:X	-100.18065890000000
1983	2.6246475192090921
1984	7.4258645071915748
1985	4.3245166101560333
1986	2.5196828640565938
1987	-1.8896551502727426
1988	-3.4387947384021631
1989	-1.0782771492937482
1990	3.4741688090238974
1991	4.9866297404701285
1992	2.9359972294887595
1993	-8.5528690052787848E-002
1994	1.1052127292459282
1995	0.33940780686905625
1996	2.6791579380348685
1997	0.69889486999307837
1998	0.48678624971134177
1999	1.3463235206851625
2000	4.0673674985256474
2001	4.7258682412617645
2002	3.6492838537258647
2003	1.4920348681298792
2004	7.1055854382298582
2005	2.0128538469147270
2006	2.3611566436372593
2007	0.16527581545307868
2008	1.8309643128969475
2009	0.28031515571607191
2010	0.37112680630300954
