xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=28, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	05.0
cpt:Y	33.008157699999998
cpt:X	-100.18065890000000
1983	4.9293817787130223
1984	3.6651324136903587
1985	4.6680269292864391
1986	3.9875896069991303
1987	4.7515801744226360
1988	3.6938039092444539
1989	3.7071880405785209
1990	2.0620306213585429
1991	3.1436927691460914
1992	4.7109141705517894
1993	4.6001091985872531
1994	6.2861939016871915
1995	3.6026142682756803
1996	2.2891223909356579
1997	4.3433117534418519
1998	4.1557102786169091
1999	4.8408598386891999
2000	2.7661684722456985
2001	3.9365211063963161
2002	3.1956841367672437
2003	3.5483051064534075
2004	1.9486061605105929
2005	3.3157979896504610
2006	2.3680685734256661
2007	5.2426996973967430
2008	2.6009331877288080
2009	4.6826625852527544
2010	4.1406331399637644
