xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	14.0
cpt:Y	33.008157699999998
cpt:X	-100.18065890000000
1982	3.6196349687057725
1983	3.2510448821156643
1984	4.5061334187774644
1985	2.8235052089757113
1986	4.3035616477263847
1987	2.5766842442817111
1988	0.59392393953027045
1989	3.4190791048323215
1990	3.6401608666415139
1991	5.1579166259557283
1992	3.3363755435018412
1993	-0.14243042913273696
1994	-0.99699124844643050
1995	0.53959595132911842
1996	2.2114565090231970
1997	2.0446132388119462
1998	-0.33580977397931777
1999	-1.6266809505678408
2000	4.4276051174938864
2001	1.6645224808039447
2002	2.7701725190374673
2003	0.58557100130881889
2004	4.8693528321350223
2005	2.6708627791415158
2006	4.0364779050925872
2007	3.2330506183245569
2008	4.0724338632230879
2009	2.8122722867258236
2010	3.1567621070014975
2011	0.92422923038320248
2012	0.52962707643661266
2013	1.8371884221096320
2014	3.2864456282051520
2015	3.4222427543670508
2016	3.3556582301279851
