xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	09.0
cpt:Y	33.008157699999998
cpt:X	-100.18065890000000
1982	3.6728024536036807
1983	2.5006819017515767
1984	4.1952764506193869
1985	3.1805501856336340
1986	4.2121683340561944
1987	2.4839794264115604
1988	1.8387193221584521
1989	3.0542864735334798
1990	4.5953854284150593
1991	3.2595242151750545
1992	4.3047369354490748
1993	4.1177616000157258
1994	-4.6373885344404293
1995	4.1418099662312295
1996	4.4983193473851077
1997	3.9490152592890131
1998	-6.3008654096246914
1999	2.9532234748166530
2000	1.1860368996588950
2001	1.5711234434613996
2002	2.5687665306742362
2003	2.1702367390001047
2004	3.4448640556160419
2005	5.2886524657287222
2006	2.0677643897605993
2007	6.6349025020356578
2008	3.9506634180638009
2009	2.9066925703132980
2010	4.2437399826254643
2011	-2.2744319614337942
2012	0.31813716214562993
2013	3.1551695149704035
2014	0.45195141408763684
2015	3.2918994860526114
2016	1.2850875567586459
