xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=X_loadings, cpt:nrow=31, cpt:ncol=4, cpt:row=station, cpt:col=mode 
Station	Latitude	Longitude	1	2	3	4
PRATE_1	32.598300000000002	-100.31250000000000	-0.15859520155187445	0.23419465473421375	-0.27006796337109074	6.9582240418917529E-002
PRATE_2	32.598300000000002	-101.25000000000000	-0.16459651508509698	0.20476477026043333	-0.24652219755554569	0.21030810486533738
PRATE_3	32.598300000000002	-102.18750000000000	-0.16841918751910034	0.14673451584808953	-0.18660610922300286	0.35633835692963628
PRATE_4	32.598300000000002	-103.12500000000000	-0.15691664092206631	0.12893991181113959	-1.2680202528175278E-002	0.46807999713365978
PRATE_5	32.598300000000002	-99.375000000000000	-0.14352086353673557	0.25685755612684047	-0.26489753316034775	2.9554291742319633E-002
PRATE_6	33.543170000000003	-100.31250000000000	-0.17637601625674601	0.25826561668855019	-8.6566218771780015E-002	-0.11066301034655621
PRATE_7	33.543170000000003	-101.25000000000000	-0.19885127548228107	0.17662361628175313	-4.2320491414771025E-003	-6.0694023288509188E-002
PRATE_8	33.543170000000003	-102.18750000000000	-0.19608490846743745	0.10234627948199357	0.18206699106157737	0.12394443574240617
PRATE_9	33.543170000000003	-103.12500000000000	-0.16400095542263929	8.8361075939770703E-002	0.28495240857585652	0.24039067914251849
PRATE_10	33.543170000000003	-99.375000000000000	-0.14868557485774295	0.30890507529030903	-0.11342498931811312	-6.0050010187409963E-002
PRATE_11	34.488050000000001	-100.31250000000000	-0.17526161337570287	0.21784172231447602	8.0193030524093240E-002	-0.26646524426010898
PRATE_12	34.488050000000001	-101.25000000000000	-0.17759267555455105	0.16435034108859509	0.18960030323221599	-0.28264845001253197
PRATE_13	34.488050000000001	-102.18750000000000	-0.14669082108540421	0.15846437896001939	0.34013977512025484	-0.22609432266108981
PRATE_14	34.488050000000001	-103.12500000000000	-0.11598541838461919	0.14861580631517665	0.42019456032886648	-5.8265275791307580E-002
PRATE_15	34.488050000000001	-99.375000000000000	-0.15945220817938038	0.26277555951515325	5.2631730367006836E-003	-0.14321464506837525
TMP_1	32.598300000000002	-100.31250000000000	0.19870882351401672	0.16996103309335578	0.13385589846726778	-2.3991297393028715E-002
TMP_2	32.598300000000002	-101.25000000000000	0.20137599263349970	0.17885657540335753	6.4348430311416530E-002	-9.5669728675968152E-002
TMP_3	32.598300000000002	-102.18750000000000	0.19451947571094397	0.20093108366960796	-3.4232017523748097E-002	-0.13278778014928191
TMP_4	32.598300000000002	-103.12500000000000	0.17731610266244263	0.20731085342010769	-0.16835413878631278	-0.12796763066364225
TMP_5	32.598300000000002	-99.375000000000000	0.18607637527192664	0.16708277423441592	0.18895032503159151	7.7974006096513740E-002
TMP_6	33.543170000000003	-100.31250000000000	0.20541951870881731	0.15147258493523280	0.10673607130680292	7.8035858873104019E-002
TMP_7	33.543170000000003	-101.25000000000000	0.20639715974768430	0.16992918109539312	4.0447115184529134E-002	-6.9573051491374320E-003
TMP_8	33.543170000000003	-102.18750000000000	0.20355875643470125	0.17455853027044174	-5.3159162178892022E-002	-7.6871559416543847E-002
TMP_9	33.543170000000003	-103.12500000000000	0.19021889354573876	0.17106853202790726	-0.16633022707475878	-9.2770315946555992E-002
TMP_10	33.543170000000003	-99.375000000000000	0.19429665129737528	0.14161049182269261	0.15091236171588718	0.18244272869566355
TMP_11	34.488050000000001	-100.31250000000000	0.20851195297072084	0.11254573021104761	6.2914502304745878E-002	0.17097968355966375
TMP_12	34.488050000000001	-101.25000000000000	0.21009106198671845	0.13386799839724572	-3.9016551183093159E-003	8.3847641059844408E-002
TMP_13	34.488050000000001	-102.18750000000000	0.20808291954880187	0.13359666107679716	-8.6025773050652454E-002	-8.0740469282188174E-003
TMP_14	34.488050000000001	-103.12500000000000	0.19807620108098761	0.11748760666110056	-0.16958020922478220	-7.9858651608728654E-002
TMP_15	34.488050000000001	-99.375000000000000	0.19750261385120460	0.10468883736707413	0.11175134565360885	0.24822791270979000
06.0	33.008157699999998	-100.18065890000000	-1.2279041548834038E-002	-0.14079919464870902	-0.29250382597548935	-0.27802169547092459
