X	Y	S	mean [ IRI FD ECHAM4p5 Forecast ca_sst ensemble24 MONTHLY st ]
degree_east	degree_north	months since 1960-01-01	Kelvin_scale
   -101.2500    	    29.30136    	    143.0000    	    286.2135    
   -98.43750    	    29.30136    	    143.0000    	    289.5111    
   -101.2500    	    32.09194    	    144.0000    	    282.5438    
   -98.43750    	    32.09194    	    144.0000    	    283.0090    
   -101.2500    	    29.30136    	    144.0000    	    285.2690    
   -98.43750    	    29.30136    	    144.0000    	    288.3800    
   -101.2500    	    32.09194    	    145.0000    	    285.3837    
   -98.43750    	    32.09194    	    145.0000    	    285.4274    
   -101.2500    	    29.30136    	    145.0000    	    287.5196    
   -98.43750    	    29.30136    	    145.0000    	    290.4806    
   -101.2500    	    32.09194    	    146.0000    	    289.6355    
   -98.43750    	    32.09194    	    146.0000    	    289.7508    
   -101.2500    	    29.30136    	    146.0000    	    291.2741    
   -98.43750    	    29.30136    	    146.0000    	    294.2824    
   -101.2500    	    32.09194    	    147.0000    	    293.6057    
   -98.43750    	    32.09194    	    147.0000    	    293.4993    
   -101.2500    	    29.30136    	    147.0000    	    294.8445    
   -98.43750    	    29.30136    	    147.0000    	    297.7829    
   -101.2500    	    32.09194    	    148.0000    	    299.2841    
   -98.43750    	    32.09194    	    148.0000    	    298.8748    
   -101.2500    	    29.30136    	    148.0000    	    299.2372    
   -98.43750    	    29.30136    	    148.0000    	    302.1466    
   -101.2500    	    32.09194    	    149.0000    	    305.4933    
   -98.43750    	    32.09194    	    149.0000    	    305.2863    
   -101.2500    	    29.30136    	    149.0000    	    304.3228    
   -98.43750    	    29.30136    	    149.0000    	    306.9664    
   -101.2500    	    32.09194    	    150.0000    	    307.7808    
   -98.43750    	    32.09194    	    150.0000    	    308.3178    
   -101.2500    	    29.30136    	    150.0000    	    306.3954    
   -98.43750    	    29.30136    	    150.0000    	    308.4531    
   -101.2500    	    32.09194    	    151.0000    	    307.2475    
   -98.43750    	    32.09194    	    151.0000    	    307.9941    
   -101.2500    	    29.30136    	    151.0000    	    305.7213    
   -98.43750    	    29.30136    	    151.0000    	    308.0439    
   -101.2500    	    32.09194    	    152.0000    	    303.9348    
   -98.43750    	    32.09194    	    152.0000    	    305.0061    
   -101.2500    	    29.30136    	    152.0000    	    302.7641    
   -98.43750    	    29.30136    	    152.0000    	    306.2810    
   -101.2500    	    32.09194    	    153.0000    	    296.8007    
   -98.43750    	    32.09194    	    153.0000    	    298.2442    
   -101.2500    	    29.30136    	    153.0000    	    297.2775    
   -98.43750    	    29.30136    	    153.0000    	    301.2546    
   -101.2500    	    32.09194    	    154.0000    	    287.5096    
   -98.43750    	    32.09194    	    154.0000    	    288.2658    
   -101.2500    	    29.30136    	    154.0000    	    288.8624    
   -98.43750    	    29.30136    	    154.0000    	    292.3321    
   -101.2500    	    32.09194    	    155.0000    	    281.2950    
   -98.43750    	    32.09194    	    155.0000    	    281.4844    
   -101.2500    	    29.30136    	    155.0000    	    283.3602    
   -98.43750    	    29.30136    	    155.0000    	    286.2313    
   -101.2500    	    32.09194    	    156.0000    	    279.7684    
   -98.43750    	    32.09194    	    156.0000    	    279.2214    
   -101.2500    	    29.30136    	    156.0000    	    282.4149    
   -98.43750    	    29.30136    	    156.0000    	    284.6600    
   -101.2500    	    32.09194    	    157.0000    	    282.7746    
   -98.43750    	    32.09194    	    157.0000    	    282.3619    
   -101.2500    	    29.30136    	    157.0000    	    284.4915    
   -98.43750    	    29.30136    	    157.0000    	    286.9349    
   -101.2500    	    32.09194    	    158.0000    	    287.6232    
   -98.43750    	    32.09194    	    158.0000    	    287.0089    
   -101.2500    	    29.30136    	    158.0000    	    289.1279    
   -98.43750    	    29.30136    	    158.0000    	    291.5105    
   -101.2500    	    32.09194    	    159.0000    	    293.3504    
   -98.43750    	    32.09194    	    159.0000    	    293.0932    
   -101.2500    	    29.30136    	    159.0000    	    294.4633    
   -98.43750    	    29.30136    	    159.0000    	    297.1252    
   -101.2500    	    32.09194    	    160.0000    	    299.7452    
   -98.43750    	    32.09194    	    160.0000    	    299.4837    
   -101.2500    	    29.30136    	    160.0000    	    299.7188    
   -98.43750    	    29.30136    	    160.0000    	    302.5818    
   -101.2500    	    32.09194    	    161.0000    	    305.5098    
   -98.43750    	    32.09194    	    161.0000    	    305.7917    
   -101.2500    	    29.30136    	    161.0000    	    303.9590    
   -98.43750    	    29.30136    	    161.0000    	    306.8359    
   -101.2500    	    32.09194    	    162.0000    	    308.1488    
   -98.43750    	    32.09194    	    162.0000    	    309.2484    
   -101.2500    	    29.30136    	    162.0000    	    307.0609    
   -98.43750    	    29.30136    	    162.0000    	    309.2697    
   -101.2500    	    32.09194    	    163.0000    	    307.4379    
   -98.43750    	    32.09194    	    163.0000    	    308.4049    
   -101.2500    	    29.30136    	    163.0000    	    305.9445    
   -98.43750    	    29.30136    	    163.0000    	    308.6562    
   -101.2500    	    32.09194    	    164.0000    	    304.1037    
   -98.43750    	    32.09194    	    164.0000    	    305.1147    
   -101.2500    	    29.30136    	    164.0000    	    302.8403    
   -98.43750    	    29.30136    	    164.0000    	    306.4961    
   -101.2500    	    32.09194    	    165.0000    	    298.1171    
   -98.43750    	    32.09194    	    165.0000    	    299.0482    
   -101.2500    	    29.30136    	    165.0000    	    298.2631    
   -98.43750    	    29.30136    	    165.0000    	    301.6463    
   -101.2500    	    32.09194    	    166.0000    	    290.7820    
   -98.43750    	    32.09194    	    166.0000    	    291.8276    
   -101.2500    	    29.30136    	    166.0000    	    292.4754    
   -98.43750    	    29.30136    	    166.0000    	    295.8326    
   -101.2500    	    32.09194    	    167.0000    	    285.3034    
   -98.43750    	    32.09194    	    167.0000    	    286.1234    
   -101.2500    	    29.30136    	    167.0000    	    287.6156    
   -98.43750    	    29.30136    	    167.0000    	    290.8812    
   -101.2500    	    32.09194    	    168.0000    	    283.1109    
   -98.43750    	    32.09194    	    168.0000    	    283.7763    
   -101.2500    	    29.30136    	    168.0000    	    285.5752    
   -98.43750    	    29.30136    	    168.0000    	    288.5972    
   -101.2500    	    32.09194    	    169.0000    	    285.9996    
   -98.43750    	    32.09194    	    169.0000    	    286.2702    
   -101.2500    	    29.30136    	    169.0000    	    288.6013    
   -98.43750    	    29.30136    	    169.0000    	    291.6407    
   -101.2500    	    32.09194    	    170.0000    	    289.9404    
   -98.43750    	    32.09194    	    170.0000    	    290.0678    
   -101.2500    	    29.30136    	    170.0000    	    292.1989    
   -98.43750    	    29.30136    	    170.0000    	    295.1611    
   -101.2500    	    32.09194    	    171.0000    	    295.6860    
   -98.43750    	    32.09194    	    171.0000    	    295.8760    
   -101.2500    	    29.30136    	    171.0000    	    296.8623    
   -98.43750    	    29.30136    	    171.0000    	    299.8898    
   -101.2500    	    32.09194    	    172.0000    	    300.9989    
   -98.43750    	    32.09194    	    172.0000    	    301.3278    
   -101.2500    	    29.30136    	    172.0000    	    300.4384    
   -98.43750    	    29.30136    	    172.0000    	    303.7299    
   -101.2500    	    32.09194    	    173.0000    	    305.7718    
   -98.43750    	    32.09194    	    173.0000    	    306.6758    
   -101.2500    	    29.30136    	    173.0000    	    304.3666    
   -98.43750    	    29.30136    	    173.0000    	    307.6960    
   -101.2500    	    32.09194    	    174.0000    	    308.5282    
   -98.43750    	    32.09194    	    174.0000    	    309.0254    
   -101.2500    	    29.30136    	    174.0000    	    306.9958    
   -98.43750    	    29.30136    	    174.0000    	    309.0579    
   -101.2500    	    32.09194    	    175.0000    	    307.6432    
   -98.43750    	    32.09194    	    175.0000    	    308.5053    
   -101.2500    	    29.30136    	    175.0000    	    306.0307    
   -98.43750    	    29.30136    	    175.0000    	    308.6955    
   -101.2500    	    32.09194    	    176.0000    	    304.0188    
   -98.43750    	    32.09194    	    176.0000    	    305.0589    
   -101.2500    	    29.30136    	    176.0000    	    302.8419    
   -98.43750    	    29.30136    	    176.0000    	    306.5583    
   -101.2500    	    32.09194    	    177.0000    	    298.0375    
   -98.43750    	    32.09194    	    177.0000    	    299.1779    
   -101.2500    	    29.30136    	    177.0000    	    298.0461    
   -98.43750    	    29.30136    	    177.0000    	    301.5557    
   -101.2500    	    32.09194    	    178.0000    	    289.7497    
   -98.43750    	    32.09194    	    178.0000    	    290.6659    
   -101.2500    	    29.30136    	    178.0000    	    291.3253    
   -98.43750    	    29.30136    	    178.0000    	    294.7211    
   -101.2500    	    32.09194    	    179.0000    	    284.2188    
   -98.43750    	    32.09194    	    179.0000    	    284.8900    
   -101.2500    	    29.30136    	    179.0000    	    286.4676    
   -98.43750    	    29.30136    	    179.0000    	    289.5456    
   -101.2500    	    32.09194    	    180.0000    	    282.6212    
   -98.43750    	    32.09194    	    180.0000    	    283.1264    
   -101.2500    	    29.30136    	    180.0000    	    285.2373    
   -98.43750    	    29.30136    	    180.0000    	    288.0402    
   -101.2500    	    32.09194    	    181.0000    	    285.3357    
   -98.43750    	    32.09194    	    181.0000    	    285.3435    
   -101.2500    	    29.30136    	    181.0000    	    287.3999    
   -98.43750    	    29.30136    	    181.0000    	    290.0763    
   -101.2500    	    32.09194    	    182.0000    	    289.3096    
   -98.43750    	    32.09194    	    182.0000    	    289.6595    
   -101.2500    	    29.30136    	    182.0000    	    290.7470    
   -98.43750    	    29.30136    	    182.0000    	    293.8769    
   -101.2500    	    32.09194    	    183.0000    	    295.2336    
   -98.43750    	    32.09194    	    183.0000    	    295.3563    
   -101.2500    	    29.30136    	    183.0000    	    296.3392    
   -98.43750    	    29.30136    	    183.0000    	    299.3598    
   -101.2500    	    32.09194    	    184.0000    	    300.6701    
   -98.43750    	    32.09194    	    184.0000    	    301.0882    
   -101.2500    	    29.30136    	    184.0000    	    300.3246    
   -98.43750    	    29.30136    	    184.0000    	    303.6889    
   -101.2500    	    32.09194    	    185.0000    	    306.4169    
   -98.43750    	    32.09194    	    185.0000    	    307.4131    
   -101.2500    	    29.30136    	    185.0000    	    305.0707    
   -98.43750    	    29.30136    	    185.0000    	    308.3434    
   -101.2500    	    32.09194    	    186.0000    	    308.7356    
   -98.43750    	    32.09194    	    186.0000    	    309.4680    
   -101.2500    	    29.30136    	    186.0000    	    307.4841    
   -98.43750    	    29.30136    	    186.0000    	    309.4804    
   -101.2500    	    32.09194    	    187.0000    	    307.9135    
   -98.43750    	    32.09194    	    187.0000    	    308.4498    
   -101.2500    	    29.30136    	    187.0000    	    306.4028    
   -98.43750    	    29.30136    	    187.0000    	    308.8254    
   -101.2500    	    32.09194    	    188.0000    	    304.7438    
   -98.43750    	    32.09194    	    188.0000    	    305.8478    
   -101.2500    	    29.30136    	    188.0000    	    303.1389    
   -98.43750    	    29.30136    	    188.0000    	    306.7801    
   -101.2500    	    32.09194    	    189.0000    	    297.2839    
   -98.43750    	    32.09194    	    189.0000    	    298.3555    
   -101.2500    	    29.30136    	    189.0000    	    297.3142    
   -98.43750    	    29.30136    	    189.0000    	    301.3331    
   -101.2500    	    32.09194    	    190.0000    	    290.8406    
   -98.43750    	    32.09194    	    190.0000    	    291.9826    
   -101.2500    	    29.30136    	    190.0000    	    292.2535    
   -98.43750    	    29.30136    	    190.0000    	    295.7783    
   -101.2500    	    32.09194    	    191.0000    	    284.8886    
   -98.43750    	    32.09194    	    191.0000    	    285.5126    
   -101.2500    	    29.30136    	    191.0000    	    287.3257    
   -98.43750    	    29.30136    	    191.0000    	    290.5696    
   -101.2500    	    32.09194    	    192.0000    	    283.0609    
   -98.43750    	    32.09194    	    192.0000    	    283.0681    
   -101.2500    	    29.30136    	    192.0000    	    285.5928    
   -98.43750    	    29.30136    	    192.0000    	    288.2689    
   -101.2500    	    32.09194    	    193.0000    	    285.4446    
   -98.43750    	    32.09194    	    193.0000    	    285.3007    
   -101.2500    	    29.30136    	    193.0000    	    288.2288    
   -98.43750    	    29.30136    	    193.0000    	    290.7972    
   -101.2500    	    32.09194    	    194.0000    	    289.7748    
   -98.43750    	    32.09194    	    194.0000    	    289.8322    
   -101.2500    	    29.30136    	    194.0000    	    291.5287    
   -98.43750    	    29.30136    	    194.0000    	    294.4625    
   -101.2500    	    32.09194    	    195.0000    	    294.6444    
   -98.43750    	    32.09194    	    195.0000    	    294.7988    
   -101.2500    	    29.30136    	    195.0000    	    295.5661    
   -98.43750    	    29.30136    	    195.0000    	    298.5358    
   -101.2500    	    32.09194    	    196.0000    	    300.2401    
   -98.43750    	    32.09194    	    196.0000    	    300.7042    
   -101.2500    	    29.30136    	    196.0000    	    299.9869    
   -98.43750    	    29.30136    	    196.0000    	    303.4364    
   -101.2500    	    32.09194    	    197.0000    	    305.8368    
   -98.43750    	    32.09194    	    197.0000    	    306.3191    
   -101.2500    	    29.30136    	    197.0000    	    304.1268    
   -98.43750    	    29.30136    	    197.0000    	    307.2889    
   -101.2500    	    32.09194    	    198.0000    	    307.6929    
   -98.43750    	    32.09194    	    198.0000    	    308.3150    
   -101.2500    	    29.30136    	    198.0000    	    305.9286    
   -98.43750    	    29.30136    	    198.0000    	    308.3196    
   -101.2500    	    32.09194    	    199.0000    	    307.6540    
   -98.43750    	    32.09194    	    199.0000    	    308.3719    
   -101.2500    	    29.30136    	    199.0000    	    305.5652    
   -98.43750    	    29.30136    	    199.0000    	    308.1185    
   -101.2500    	    32.09194    	    200.0000    	    303.6259    
   -98.43750    	    32.09194    	    200.0000    	    304.8488    
   -101.2500    	    29.30136    	    200.0000    	    302.3044    
   -98.43750    	    29.30136    	    200.0000    	    306.1463    
   -101.2500    	    32.09194    	    201.0000    	    296.9274    
   -98.43750    	    32.09194    	    201.0000    	    298.3439    
   -101.2500    	    29.30136    	    201.0000    	    296.9726    
   -98.43750    	    29.30136    	    201.0000    	    301.1257    
   -101.2500    	    32.09194    	    202.0000    	    287.9926    
   -98.43750    	    32.09194    	    202.0000    	    288.8243    
   -101.2500    	    29.30136    	    202.0000    	    289.7407    
   -98.43750    	    29.30136    	    202.0000    	    293.1915    
   -101.2500    	    32.09194    	    203.0000    	    282.1276    
   -98.43750    	    32.09194    	    203.0000    	    282.4589    
   -101.2500    	    29.30136    	    203.0000    	    284.3488    
   -98.43750    	    29.30136    	    203.0000    	    287.2505    
   -101.2500    	    32.09194    	    204.0000    	    281.2604    
   -98.43750    	    32.09194    	    204.0000    	    281.1109    
   -101.2500    	    29.30136    	    204.0000    	    283.5545    
   -98.43750    	    29.30136    	    204.0000    	    286.1791    
   -101.2500    	    32.09194    	    205.0000    	    282.4785    
   -98.43750    	    32.09194    	    205.0000    	    282.1366    
   -101.2500    	    29.30136    	    205.0000    	    284.1004    
   -98.43750    	    29.30136    	    205.0000    	    286.6133    
   -101.2500    	    32.09194    	    206.0000    	    286.8808    
   -98.43750    	    32.09194    	    206.0000    	    286.7760    
   -101.2500    	    29.30136    	    206.0000    	    288.5698    
   -98.43750    	    29.30136    	    206.0000    	    291.5672    
   -101.2500    	    32.09194    	    207.0000    	    292.6910    
   -98.43750    	    32.09194    	    207.0000    	    292.8398    
   -101.2500    	    29.30136    	    207.0000    	    293.9106    
   -98.43750    	    29.30136    	    207.0000    	    297.0037    
   -101.2500    	    32.09194    	    208.0000    	    299.7715    
   -98.43750    	    32.09194    	    208.0000    	    299.8055    
   -101.2500    	    29.30136    	    208.0000    	    299.5889    
   -98.43750    	    29.30136    	    208.0000    	    302.8779    
   -101.2500    	    32.09194    	    209.0000    	    305.5253    
   -98.43750    	    32.09194    	    209.0000    	    305.8758    
   -101.2500    	    29.30136    	    209.0000    	    304.4978    
   -98.43750    	    29.30136    	    209.0000    	    307.3949    
   -101.2500    	    32.09194    	    210.0000    	    308.2749    
   -98.43750    	    32.09194    	    210.0000    	    308.9728    
   -101.2500    	    29.30136    	    210.0000    	    306.8647    
   -98.43750    	    29.30136    	    210.0000    	    309.0383    
   -101.2500    	    32.09194    	    211.0000    	    307.6242    
   -98.43750    	    32.09194    	    211.0000    	    308.2595    
   -101.2500    	    29.30136    	    211.0000    	    306.2188    
   -98.43750    	    29.30136    	    211.0000    	    308.6661    
   -101.2500    	    32.09194    	    212.0000    	    303.9192    
   -98.43750    	    32.09194    	    212.0000    	    304.9553    
   -101.2500    	    29.30136    	    212.0000    	    302.8263    
   -98.43750    	    29.30136    	    212.0000    	    306.6619    
   -101.2500    	    32.09194    	    213.0000    	    297.2808    
   -98.43750    	    32.09194    	    213.0000    	    298.5889    
   -101.2500    	    29.30136    	    213.0000    	    297.3605    
   -98.43750    	    29.30136    	    213.0000    	    301.1870    
   -101.2500    	    32.09194    	    214.0000    	    289.4108    
   -98.43750    	    32.09194    	    214.0000    	    290.3781    
   -101.2500    	    29.30136    	    214.0000    	    291.0256    
   -98.43750    	    29.30136    	    214.0000    	    294.5028    
   -101.2500    	    32.09194    	    215.0000    	    281.2433    
   -98.43750    	    32.09194    	    215.0000    	    281.6452    
   -101.2500    	    29.30136    	    215.0000    	    283.2447    
   -98.43750    	    29.30136    	    215.0000    	    286.1883    
   -101.2500    	    32.09194    	    216.0000    	    281.4242    
   -98.43750    	    32.09194    	    216.0000    	    281.2641    
   -101.2500    	    29.30136    	    216.0000    	    283.8434    
   -98.43750    	    29.30136    	    216.0000    	    286.4163    
   -101.2500    	    32.09194    	    217.0000    	    283.4086    
   -98.43750    	    32.09194    	    217.0000    	    282.8545    
   -101.2500    	    29.30136    	    217.0000    	    285.1994    
   -98.43750    	    29.30136    	    217.0000    	    287.7891    
   -101.2500    	    32.09194    	    218.0000    	    288.4032    
   -98.43750    	    32.09194    	    218.0000    	    287.8855    
   -101.2500    	    29.30136    	    218.0000    	    289.7122    
   -98.43750    	    29.30136    	    218.0000    	    292.3697    
   -101.2500    	    32.09194    	    219.0000    	    293.7348    
   -98.43750    	    32.09194    	    219.0000    	    293.5264    
   -101.2500    	    29.30136    	    219.0000    	    294.4462    
   -98.43750    	    29.30136    	    219.0000    	    297.2558    
   -101.2500    	    32.09194    	    220.0000    	    300.6884    
   -98.43750    	    32.09194    	    220.0000    	    300.6584    
   -101.2500    	    29.30136    	    220.0000    	    300.5981    
   -98.43750    	    29.30136    	    220.0000    	    303.4604    
   -101.2500    	    32.09194    	    221.0000    	    306.2872    
   -98.43750    	    32.09194    	    221.0000    	    306.8673    
   -101.2500    	    29.30136    	    221.0000    	    304.9279    
   -98.43750    	    29.30136    	    221.0000    	    307.9342    
   -101.2500    	    32.09194    	    222.0000    	    308.6242    
   -98.43750    	    32.09194    	    222.0000    	    309.1820    
   -101.2500    	    29.30136    	    222.0000    	    307.1223    
   -98.43750    	    29.30136    	    222.0000    	    309.0214    
   -101.2500    	    32.09194    	    223.0000    	    308.0374    
   -98.43750    	    32.09194    	    223.0000    	    308.9778    
   -101.2500    	    29.30136    	    223.0000    	    306.4473    
   -98.43750    	    29.30136    	    223.0000    	    309.0392    
   -101.2500    	    32.09194    	    224.0000    	    304.7299    
   -98.43750    	    32.09194    	    224.0000    	    305.5284    
   -101.2500    	    29.30136    	    224.0000    	    303.4904    
   -98.43750    	    29.30136    	    224.0000    	    306.8282    
   -101.2500    	    32.09194    	    225.0000    	    297.9154    
   -98.43750    	    32.09194    	    225.0000    	    299.1621    
   -101.2500    	    29.30136    	    225.0000    	    297.8457    
   -98.43750    	    29.30136    	    225.0000    	    301.6210    
   -101.2500    	    32.09194    	    226.0000    	    288.7758    
   -98.43750    	    32.09194    	    226.0000    	    289.7245    
   -101.2500    	    29.30136    	    226.0000    	    290.5385    
   -98.43750    	    29.30136    	    226.0000    	    294.0416    
   -101.2500    	    32.09194    	    227.0000    	    283.0567    
   -98.43750    	    32.09194    	    227.0000    	    283.5904    
   -101.2500    	    29.30136    	    227.0000    	    284.9412    
   -98.43750    	    29.30136    	    227.0000    	    288.0730    
   -101.2500    	    32.09194    	    228.0000    	    281.2404    
   -98.43750    	    32.09194    	    228.0000    	    281.4126    
   -101.2500    	    29.30136    	    228.0000    	    283.5864    
   -98.43750    	    29.30136    	    228.0000    	    286.4129    
   -101.2500    	    32.09194    	    229.0000    	    283.3249    
   -98.43750    	    32.09194    	    229.0000    	    282.9644    
   -101.2500    	    29.30136    	    229.0000    	    285.2119    
   -98.43750    	    29.30136    	    229.0000    	    287.9270    
   -101.2500    	    32.09194    	    230.0000    	    289.0972    
   -98.43750    	    32.09194    	    230.0000    	    288.8829    
   -101.2500    	    29.30136    	    230.0000    	    290.4469    
   -98.43750    	    29.30136    	    230.0000    	    293.4342    
   -101.2500    	    32.09194    	    231.0000    	    293.8745    
   -98.43750    	    32.09194    	    231.0000    	    293.7461    
   -101.2500    	    29.30136    	    231.0000    	    295.0387    
   -98.43750    	    29.30136    	    231.0000    	    297.8427    
   -101.2500    	    32.09194    	    232.0000    	    299.4331    
   -98.43750    	    32.09194    	    232.0000    	    299.2704    
   -101.2500    	    29.30136    	    232.0000    	    299.2869    
   -98.43750    	    29.30136    	    232.0000    	    302.2764    
   -101.2500    	    32.09194    	    233.0000    	    305.8123    
   -98.43750    	    32.09194    	    233.0000    	    306.1890    
   -101.2500    	    29.30136    	    233.0000    	    304.6180    
   -98.43750    	    29.30136    	    233.0000    	    307.5639    
   -101.2500    	    32.09194    	    234.0000    	    308.2597    
   -98.43750    	    32.09194    	    234.0000    	    308.6689    
   -101.2500    	    29.30136    	    234.0000    	    306.9388    
   -98.43750    	    29.30136    	    234.0000    	    308.8916    
   -101.2500    	    32.09194    	    235.0000    	    307.6624    
   -98.43750    	    32.09194    	    235.0000    	    308.3364    
   -101.2500    	    29.30136    	    235.0000    	    306.1876    
   -98.43750    	    29.30136    	    235.0000    	    308.6180    
   -101.2500    	    32.09194    	    236.0000    	    304.4791    
   -98.43750    	    32.09194    	    236.0000    	    305.6052    
   -101.2500    	    29.30136    	    236.0000    	    303.1600    
   -98.43750    	    29.30136    	    236.0000    	    306.7304    
   -101.2500    	    32.09194    	    237.0000    	    297.6141    
   -98.43750    	    32.09194    	    237.0000    	    298.8100    
   -101.2500    	    29.30136    	    237.0000    	    297.5523    
   -98.43750    	    29.30136    	    237.0000    	    301.1766    
   -101.2500    	    32.09194    	    238.0000    	    288.6391    
   -98.43750    	    32.09194    	    238.0000    	    289.5447    
   -101.2500    	    29.30136    	    238.0000    	    290.0482    
   -98.43750    	    29.30136    	    238.0000    	    293.5582    
   -101.2500    	    32.09194    	    239.0000    	    282.2624    
   -98.43750    	    32.09194    	    239.0000    	    282.9984    
   -101.2500    	    29.30136    	    239.0000    	    284.3471    
   -98.43750    	    29.30136    	    239.0000    	    287.5282    
   -101.2500    	    32.09194    	    240.0000    	    280.1346    
   -98.43750    	    32.09194    	    240.0000    	    280.2928    
   -101.2500    	    29.30136    	    240.0000    	    282.3749    
   -98.43750    	    29.30136    	    240.0000    	    285.1006    
   -101.2500    	    32.09194    	    241.0000    	    283.7169    
   -98.43750    	    32.09194    	    241.0000    	    283.4307    
   -101.2500    	    29.30136    	    241.0000    	    285.2751    
   -98.43750    	    29.30136    	    241.0000    	    287.7591    
   -101.2500    	    32.09194    	    242.0000    	    287.8951    
   -98.43750    	    32.09194    	    242.0000    	    287.8180    
   -101.2500    	    29.30136    	    242.0000    	    289.1756    
   -98.43750    	    29.30136    	    242.0000    	    292.0273    
   -101.2500    	    32.09194    	    243.0000    	    293.3055    
   -98.43750    	    32.09194    	    243.0000    	    293.2831    
   -101.2500    	    29.30136    	    243.0000    	    294.4494    
   -98.43750    	    29.30136    	    243.0000    	    297.2767    
   -101.2500    	    32.09194    	    244.0000    	    299.3895    
   -98.43750    	    32.09194    	    244.0000    	    299.3617    
   -101.2500    	    29.30136    	    244.0000    	    299.2254    
   -98.43750    	    29.30136    	    244.0000    	    302.3809    
   -101.2500    	    32.09194    	    245.0000    	    305.8009    
   -98.43750    	    32.09194    	    245.0000    	    306.0155    
   -101.2500    	    29.30136    	    245.0000    	    304.8213    
   -98.43750    	    29.30136    	    245.0000    	    307.7580    
   -101.2500    	    32.09194    	    246.0000    	    308.4200    
   -98.43750    	    32.09194    	    246.0000    	    308.9149    
   -101.2500    	    29.30136    	    246.0000    	    307.0999    
   -98.43750    	    29.30136    	    246.0000    	    309.1870    
   -101.2500    	    32.09194    	    247.0000    	    307.7056    
   -98.43750    	    32.09194    	    247.0000    	    308.4879    
   -101.2500    	    29.30136    	    247.0000    	    306.2561    
   -98.43750    	    29.30136    	    247.0000    	    308.8538    
   -101.2500    	    32.09194    	    248.0000    	    304.5531    
   -98.43750    	    32.09194    	    248.0000    	    305.6816    
   -101.2500    	    29.30136    	    248.0000    	    303.3533    
   -98.43750    	    29.30136    	    248.0000    	    306.8520    
   -101.2500    	    32.09194    	    249.0000    	    298.6688    
   -98.43750    	    32.09194    	    249.0000    	    299.7672    
   -101.2500    	    29.30136    	    249.0000    	    298.5900    
   -98.43750    	    29.30136    	    249.0000    	    301.9465    
   -101.2500    	    32.09194    	    250.0000    	    288.7707    
   -98.43750    	    32.09194    	    250.0000    	    289.9522    
   -101.2500    	    29.30136    	    250.0000    	    290.3158    
   -98.43750    	    29.30136    	    250.0000    	    293.9394    
   -101.2500    	    32.09194    	    251.0000    	    282.8010    
   -98.43750    	    32.09194    	    251.0000    	    283.3098    
   -101.2500    	    29.30136    	    251.0000    	    284.7756    
   -98.43750    	    29.30136    	    251.0000    	    287.9042    
   -101.2500    	    32.09194    	    252.0000    	    281.8217    
   -98.43750    	    32.09194    	    252.0000    	    282.1680    
   -101.2500    	    29.30136    	    252.0000    	    283.9325    
   -98.43750    	    29.30136    	    252.0000    	    286.7461    
   -101.2500    	    32.09194    	    253.0000    	    284.3509    
   -98.43750    	    32.09194    	    253.0000    	    284.1423    
   -101.2500    	    29.30136    	    253.0000    	    286.4704    
   -98.43750    	    29.30136    	    253.0000    	    289.1159    
   -101.2500    	    32.09194    	    254.0000    	    288.0006    
   -98.43750    	    32.09194    	    254.0000    	    287.8478    
   -101.2500    	    29.30136    	    254.0000    	    289.8294    
   -98.43750    	    29.30136    	    254.0000    	    292.5226    
   -101.2500    	    32.09194    	    255.0000    	    294.4139    
   -98.43750    	    32.09194    	    255.0000    	    294.3729    
   -101.2500    	    29.30136    	    255.0000    	    295.3727    
   -98.43750    	    29.30136    	    255.0000    	    298.0937    
   -101.2500    	    32.09194    	    256.0000    	    301.1457    
   -98.43750    	    32.09194    	    256.0000    	    301.3571    
   -101.2500    	    29.30136    	    256.0000    	    300.8648    
   -98.43750    	    29.30136    	    256.0000    	    303.6690    
   -101.2500    	    32.09194    	    257.0000    	    306.5073    
   -98.43750    	    32.09194    	    257.0000    	    307.3524    
   -101.2500    	    29.30136    	    257.0000    	    305.1177    
   -98.43750    	    29.30136    	    257.0000    	    307.9169    
   -101.2500    	    32.09194    	    258.0000    	    308.4621    
   -98.43750    	    32.09194    	    258.0000    	    309.3882    
   -101.2500    	    29.30136    	    258.0000    	    307.2953    
   -98.43750    	    29.30136    	    258.0000    	    309.4407    
   -101.2500    	    32.09194    	    259.0000    	    308.2441    
   -98.43750    	    32.09194    	    259.0000    	    309.0675    
   -101.2500    	    29.30136    	    259.0000    	    306.6090    
   -98.43750    	    29.30136    	    259.0000    	    309.2038    
   -101.2500    	    32.09194    	    260.0000    	    304.6721    
   -98.43750    	    32.09194    	    260.0000    	    305.3781    
   -101.2500    	    29.30136    	    260.0000    	    303.3772    
   -98.43750    	    29.30136    	    260.0000    	    306.9422    
   -101.2500    	    32.09194    	    261.0000    	    297.6503    
   -98.43750    	    32.09194    	    261.0000    	    298.6438    
   -101.2500    	    29.30136    	    261.0000    	    297.4402    
   -98.43750    	    29.30136    	    261.0000    	    301.1726    
   -101.2500    	    32.09194    	    262.0000    	    289.4587    
   -98.43750    	    32.09194    	    262.0000    	    290.5323    
   -101.2500    	    29.30136    	    262.0000    	    290.9590    
   -98.43750    	    29.30136    	    262.0000    	    294.4799    
   -101.2500    	    32.09194    	    263.0000    	    282.7063    
   -98.43750    	    32.09194    	    263.0000    	    283.1979    
