X	Y	S	mean [ IRI FD ECHAM4p5 Forecast ca_sst ensemble24 MONTHLY st ]
degree_east	degree_north	months since 1960-01-01	Kelvin_scale
   -98.43750    	    29.30136    	    328.0000    	    300.1755    
   -101.2500    	    32.09194    	    329.0000    	    303.1596    
   -98.43750    	    32.09194    	    329.0000    	    303.1710    
   -101.2500    	    29.30136    	    329.0000    	    302.5034    
   -98.43750    	    29.30136    	    329.0000    	    305.8839    
   -101.2500    	    32.09194    	    330.0000    	    307.5731    
   -98.43750    	    32.09194    	    330.0000    	    308.0794    
   -101.2500    	    29.30136    	    330.0000    	    306.6396    
   -98.43750    	    29.30136    	    330.0000    	    309.1738    
   -101.2500    	    32.09194    	    331.0000    	    307.6492    
   -98.43750    	    32.09194    	    331.0000    	    308.7440    
   -101.2500    	    29.30136    	    331.0000    	    306.5248    
   -98.43750    	    29.30136    	    331.0000    	    309.0876    
   -101.2500    	    32.09194    	    332.0000    	    304.0956    
   -98.43750    	    32.09194    	    332.0000    	    305.5138    
   -101.2500    	    29.30136    	    332.0000    	    303.3757    
   -98.43750    	    29.30136    	    332.0000    	    307.1043    
   -101.2500    	    32.09194    	    333.0000    	    296.4388    
   -98.43750    	    32.09194    	    333.0000    	    297.7404    
   -101.2500    	    29.30136    	    333.0000    	    296.8294    
   -98.43750    	    29.30136    	    333.0000    	    300.8165    
   -101.2500    	    32.09194    	    334.0000    	    288.1187    
   -98.43750    	    32.09194    	    334.0000    	    289.0692    
   -101.2500    	    29.30136    	    334.0000    	    289.4827    
   -98.43750    	    29.30136    	    334.0000    	    292.9112    
   -101.2500    	    32.09194    	    335.0000    	    282.1671    
   -98.43750    	    32.09194    	    335.0000    	    282.6934    
   -101.2500    	    29.30136    	    335.0000    	    284.2179    
   -98.43750    	    29.30136    	    335.0000    	    286.9912    
   -101.2500    	    32.09194    	    336.0000    	    281.7359    
   -98.43750    	    32.09194    	    336.0000    	    281.9325    
   -101.2500    	    29.30136    	    336.0000    	    283.5880    
   -98.43750    	    29.30136    	    336.0000    	    286.2890    
   -101.2500    	    32.09194    	    337.0000    	    284.2351    
   -98.43750    	    32.09194    	    337.0000    	    284.0693    
   -101.2500    	    29.30136    	    337.0000    	    286.2117    
   -98.43750    	    29.30136    	    337.0000    	    288.7621    
   -101.2500    	    32.09194    	    338.0000    	    288.7541    
   -98.43750    	    32.09194    	    338.0000    	    288.5986    
   -101.2500    	    29.30136    	    338.0000    	    290.0503    
   -98.43750    	    29.30136    	    338.0000    	    292.6952    
   -101.2500    	    32.09194    	    339.0000    	    294.9571    
   -98.43750    	    32.09194    	    339.0000    	    294.5617    
   -101.2500    	    29.30136    	    339.0000    	    295.9679    
   -98.43750    	    29.30136    	    339.0000    	    298.5923    
   -101.2500    	    32.09194    	    340.0000    	    300.9971    
   -98.43750    	    32.09194    	    340.0000    	    301.1557    
   -101.2500    	    29.30136    	    340.0000    	    300.5514    
   -98.43750    	    29.30136    	    340.0000    	    303.4936    
   -101.2500    	    32.09194    	    341.0000    	    305.9025    
   -98.43750    	    32.09194    	    341.0000    	    306.8674    
   -101.2500    	    29.30136    	    341.0000    	    304.2502    
   -98.43750    	    29.30136    	    341.0000    	    307.4097    
   -101.2500    	    32.09194    	    342.0000    	    308.1472    
   -98.43750    	    32.09194    	    342.0000    	    309.1747    
   -101.2500    	    29.30136    	    342.0000    	    306.2995    
   -98.43750    	    29.30136    	    342.0000    	    309.0552    
   -101.2500    	    32.09194    	    343.0000    	    307.5431    
   -98.43750    	    32.09194    	    343.0000    	    308.3714    
   -101.2500    	    29.30136    	    343.0000    	    306.0033    
   -98.43750    	    29.30136    	    343.0000    	    308.7350    
   -101.2500    	    32.09194    	    344.0000    	    304.3763    
   -98.43750    	    32.09194    	    344.0000    	    305.3533    
   -101.2500    	    29.30136    	    344.0000    	    303.4462    
   -98.43750    	    29.30136    	    344.0000    	    306.9591    
   -101.2500    	    32.09194    	    345.0000    	    298.3304    
   -98.43750    	    32.09194    	    345.0000    	    299.4050    
   -101.2500    	    29.30136    	    345.0000    	    298.2818    
   -98.43750    	    29.30136    	    345.0000    	    301.5368    
   -101.2500    	    32.09194    	    346.0000    	    290.7221    
   -98.43750    	    32.09194    	    346.0000    	    291.6963    
   -101.2500    	    29.30136    	    346.0000    	    292.3611    
   -98.43750    	    29.30136    	    346.0000    	    295.5996    
   -101.2500    	    32.09194    	    347.0000    	    285.2095    
   -98.43750    	    32.09194    	    347.0000    	    286.1176    
   -101.2500    	    29.30136    	    347.0000    	    287.7808    
   -98.43750    	    29.30136    	    347.0000    	    291.0955    
   -101.2500    	    32.09194    	    348.0000    	    283.6651    
   -98.43750    	    32.09194    	    348.0000    	    284.3665    
   -101.2500    	    29.30136    	    348.0000    	    286.3658    
   -98.43750    	    29.30136    	    348.0000    	    289.5336    
   -101.2500    	    32.09194    	    349.0000    	    286.7186    
   -98.43750    	    32.09194    	    349.0000    	    287.0121    
   -101.2500    	    29.30136    	    349.0000    	    289.0213    
   -98.43750    	    29.30136    	    349.0000    	    292.0265    
   -101.2500    	    32.09194    	    350.0000    	    292.4214    
   -98.43750    	    32.09194    	    350.0000    	    292.5504    
   -101.2500    	    29.30136    	    350.0000    	    294.2021    
   -98.43750    	    29.30136    	    350.0000    	    297.1734    
   -101.2500    	    32.09194    	    351.0000    	    296.6589    
   -98.43750    	    32.09194    	    351.0000    	    296.9059    
   -101.2500    	    29.30136    	    351.0000    	    296.9309    
   -98.43750    	    29.30136    	    351.0000    	    300.0691    
   -101.2500    	    32.09194    	    352.0000    	    301.2957    
   -98.43750    	    32.09194    	    352.0000    	    302.0366    
   -101.2500    	    29.30136    	    352.0000    	    300.9275    
   -98.43750    	    29.30136    	    352.0000    	    304.5470    
   -101.2500    	    32.09194    	    353.0000    	    306.2745    
   -98.43750    	    32.09194    	    353.0000    	    307.2492    
   -101.2500    	    29.30136    	    353.0000    	    305.2368    
   -98.43750    	    29.30136    	    353.0000    	    308.0775    
   -101.2500    	    32.09194    	    354.0000    	    308.2623    
   -98.43750    	    32.09194    	    354.0000    	    308.9455    
   -101.2500    	    29.30136    	    354.0000    	    306.5464    
   -98.43750    	    29.30136    	    354.0000    	    308.7005    
   -101.2500    	    32.09194    	    355.0000    	    307.5365    
   -98.43750    	    32.09194    	    355.0000    	    308.2330    
   -101.2500    	    29.30136    	    355.0000    	    305.8306    
   -98.43750    	    29.30136    	    355.0000    	    308.4600    
   -101.2500    	    32.09194    	    356.0000    	    304.1168    
   -98.43750    	    32.09194    	    356.0000    	    305.3493    
   -101.2500    	    29.30136    	    356.0000    	    302.7933    
   -98.43750    	    29.30136    	    356.0000    	    306.6562    
   -101.2500    	    32.09194    	    357.0000    	    298.1678    
   -98.43750    	    32.09194    	    357.0000    	    299.6301    
   -101.2500    	    29.30136    	    357.0000    	    298.3337    
   -98.43750    	    29.30136    	    357.0000    	    301.9838    
   -101.2500    	    32.09194    	    358.0000    	    288.9979    
   -98.43750    	    32.09194    	    358.0000    	    290.1672    
   -101.2500    	    29.30136    	    358.0000    	    291.2090    
   -98.43750    	    29.30136    	    358.0000    	    294.9073    
   -101.2500    	    32.09194    	    359.0000    	    282.9428    
   -98.43750    	    32.09194    	    359.0000    	    283.4956    
   -101.2500    	    29.30136    	    359.0000    	    285.2542    
   -98.43750    	    29.30136    	    359.0000    	    288.2195    
   -101.2500    	    32.09194    	    360.0000    	    280.5104    
   -98.43750    	    32.09194    	    360.0000    	    280.9171    
   -101.2500    	    29.30136    	    360.0000    	    282.8803    
   -98.43750    	    29.30136    	    360.0000    	    285.7724    
   -101.2500    	    32.09194    	    361.0000    	    284.4832    
   -98.43750    	    32.09194    	    361.0000    	    284.1258    
   -101.2500    	    29.30136    	    361.0000    	    286.0152    
   -98.43750    	    29.30136    	    361.0000    	    288.6374    
   -101.2500    	    32.09194    	    362.0000    	    288.3577    
   -98.43750    	    32.09194    	    362.0000    	    288.1885    
   -101.2500    	    29.30136    	    362.0000    	    289.4613    
   -98.43750    	    29.30136    	    362.0000    	    292.2494    
   -101.2500    	    32.09194    	    363.0000    	    293.6295    
   -98.43750    	    32.09194    	    363.0000    	    293.7151    
   -101.2500    	    29.30136    	    363.0000    	    294.4166    
   -98.43750    	    29.30136    	    363.0000    	    297.5519    
   -101.2500    	    32.09194    	    364.0000    	    300.0647    
   -98.43750    	    32.09194    	    364.0000    	    300.0978    
   -101.2500    	    29.30136    	    364.0000    	    300.0145    
   -98.43750    	    29.30136    	    364.0000    	    303.2042    
   -101.2500    	    32.09194    	    365.0000    	    306.0665    
   -98.43750    	    32.09194    	    365.0000    	    306.5415    
   -101.2500    	    29.30136    	    365.0000    	    304.7532    
   -98.43750    	    29.30136    	    365.0000    	    307.7363    
   -101.2500    	    32.09194    	    366.0000    	    308.7824    
   -98.43750    	    32.09194    	    366.0000    	    309.3462    
   -101.2500    	    29.30136    	    366.0000    	    307.4270    
   -98.43750    	    29.30136    	    366.0000    	    309.3510    
   -101.2500    	    32.09194    	    367.0000    	    307.7944    
   -98.43750    	    32.09194    	    367.0000    	    308.4143    
   -101.2500    	    29.30136    	    367.0000    	    306.2587    
   -98.43750    	    29.30136    	    367.0000    	    308.5621    
   -101.2500    	    32.09194    	    368.0000    	    304.3011    
   -98.43750    	    32.09194    	    368.0000    	    305.1473    
   -101.2500    	    29.30136    	    368.0000    	    303.0186    
   -98.43750    	    29.30136    	    368.0000    	    306.2753    
   -101.2500    	    32.09194    	    369.0000    	    297.6400    
   -98.43750    	    32.09194    	    369.0000    	    298.8433    
   -101.2500    	    29.30136    	    369.0000    	    298.0345    
   -98.43750    	    29.30136    	    369.0000    	    301.5324    
   -101.2500    	    32.09194    	    370.0000    	    288.7221    
   -98.43750    	    32.09194    	    370.0000    	    289.7376    
   -101.2500    	    29.30136    	    370.0000    	    290.3112    
   -98.43750    	    29.30136    	    370.0000    	    293.9781    
   -101.2500    	    32.09194    	    371.0000    	    281.7417    
   -98.43750    	    32.09194    	    371.0000    	    281.9969    
   -101.2500    	    29.30136    	    371.0000    	    283.2760    
   -98.43750    	    29.30136    	    371.0000    	    286.1388    
   -101.2500    	    32.09194    	    372.0000    	    280.4725    
   -98.43750    	    32.09194    	    372.0000    	    280.1913    
   -101.2500    	    29.30136    	    372.0000    	    282.2671    
   -98.43750    	    29.30136    	    372.0000    	    284.7781    
   -101.2500    	    32.09194    	    373.0000    	    283.4956    
   -98.43750    	    32.09194    	    373.0000    	    283.0992    
   -101.2500    	    29.30136    	    373.0000    	    285.1232    
   -98.43750    	    29.30136    	    373.0000    	    287.7595    
   -101.2500    	    32.09194    	    374.0000    	    288.3805    
   -98.43750    	    32.09194    	    374.0000    	    288.1528    
   -101.2500    	    29.30136    	    374.0000    	    289.1879    
   -98.43750    	    29.30136    	    374.0000    	    292.1062    
   -101.2500    	    32.09194    	    375.0000    	    293.4245    
   -98.43750    	    32.09194    	    375.0000    	    293.3083    
   -101.2500    	    29.30136    	    375.0000    	    294.0984    
   -98.43750    	    29.30136    	    375.0000    	    297.0773    
   -101.2500    	    32.09194    	    376.0000    	    299.3594    
   -98.43750    	    32.09194    	    376.0000    	    299.5249    
   -101.2500    	    29.30136    	    376.0000    	    299.4957    
   -98.43750    	    29.30136    	    376.0000    	    302.8367    
   -101.2500    	    32.09194    	    377.0000    	    305.6987    
   -98.43750    	    32.09194    	    377.0000    	    305.7938    
   -101.2500    	    29.30136    	    377.0000    	    304.5657    
   -98.43750    	    29.30136    	    377.0000    	    307.5015    
   -101.2500    	    32.09194    	    378.0000    	    308.0630    
   -98.43750    	    32.09194    	    378.0000    	    308.6547    
   -101.2500    	    29.30136    	    378.0000    	    306.9425    
   -98.43750    	    29.30136    	    378.0000    	    309.2460    
   -101.2500    	    32.09194    	    379.0000    	    308.1661    
   -98.43750    	    32.09194    	    379.0000    	    308.8656    
   -101.2500    	    29.30136    	    379.0000    	    306.8598    
   -98.43750    	    29.30136    	    379.0000    	    309.1112    
   -101.2500    	    32.09194    	    380.0000    	    303.9683    
   -98.43750    	    32.09194    	    380.0000    	    305.4710    
   -101.2500    	    29.30136    	    380.0000    	    303.1248    
   -98.43750    	    29.30136    	    380.0000    	    306.9509    
   -101.2500    	    32.09194    	    381.0000    	    297.4214    
   -98.43750    	    32.09194    	    381.0000    	    298.7888    
   -101.2500    	    29.30136    	    381.0000    	    297.4747    
   -98.43750    	    29.30136    	    381.0000    	    301.3199    
   -101.2500    	    32.09194    	    382.0000    	    288.3673    
   -98.43750    	    32.09194    	    382.0000    	    289.2437    
   -101.2500    	    29.30136    	    382.0000    	    289.7125    
   -98.43750    	    29.30136    	    382.0000    	    293.2907    
   -101.2500    	    32.09194    	    383.0000    	    281.9107    
   -98.43750    	    32.09194    	    383.0000    	    282.2750    
   -101.2500    	    29.30136    	    383.0000    	    283.5419    
   -98.43750    	    29.30136    	    383.0000    	    286.4860    
   -101.2500    	    32.09194    	    384.0000    	    280.4050    
   -98.43750    	    32.09194    	    384.0000    	    280.5375    
   -101.2500    	    29.30136    	    384.0000    	    282.3865    
   -98.43750    	    29.30136    	    384.0000    	    285.1668    
   -101.2500    	    32.09194    	    385.0000    	    282.7430    
   -98.43750    	    32.09194    	    385.0000    	    282.5923    
   -101.2500    	    29.30136    	    385.0000    	    284.1774    
   -98.43750    	    29.30136    	    385.0000    	    286.8258    
   -101.2500    	    32.09194    	    386.0000    	    286.6570    
   -98.43750    	    32.09194    	    386.0000    	    286.3694    
   -101.2500    	    29.30136    	    386.0000    	    288.3175    
   -98.43750    	    29.30136    	    386.0000    	    290.7679    
   -101.2500    	    32.09194    	    387.0000    	    292.5317    
   -98.43750    	    32.09194    	    387.0000    	    292.1782    
   -101.2500    	    29.30136    	    387.0000    	    293.6411    
   -98.43750    	    29.30136    	    387.0000    	    296.0159    
   -101.2500    	    32.09194    	    388.0000    	    296.0205    
   -98.43750    	    32.09194    	    388.0000    	    296.6797    
   -101.2500    	    29.30136    	    388.0000    	    296.6997    
   -98.43750    	    29.30136    	    388.0000    	    299.9308    
   -101.2500    	    32.09194    	    389.0000    	    302.2151    
   -98.43750    	    32.09194    	    389.0000    	    302.0698    
   -101.2500    	    29.30136    	    389.0000    	    301.7686    
   -98.43750    	    29.30136    	    389.0000    	    304.9792    
   -101.2500    	    32.09194    	    390.0000    	    306.7811    
   -98.43750    	    32.09194    	    390.0000    	    306.7270    
   -101.2500    	    29.30136    	    390.0000    	    305.8070    
   -98.43750    	    29.30136    	    390.0000    	    308.0660    
   -101.2500    	    32.09194    	    391.0000    	    307.1535    
   -98.43750    	    32.09194    	    391.0000    	    307.9748    
   -101.2500    	    29.30136    	    391.0000    	    306.6194    
   -98.43750    	    29.30136    	    391.0000    	    308.8918    
   -101.2500    	    32.09194    	    392.0000    	    303.1494    
   -98.43750    	    32.09194    	    392.0000    	    304.2551    
   -101.2500    	    29.30136    	    392.0000    	    302.3159    
   -98.43750    	    29.30136    	    392.0000    	    306.0997    
   -101.2500    	    32.09194    	    393.0000    	    297.2438    
   -98.43750    	    32.09194    	    393.0000    	    298.4429    
   -101.2500    	    29.30136    	    393.0000    	    297.3479    
   -98.43750    	    29.30136    	    393.0000    	    301.1004    
   -101.2500    	    32.09194    	    394.0000    	    287.3642    
   -98.43750    	    32.09194    	    394.0000    	    288.2986    
   -101.2500    	    29.30136    	    394.0000    	    288.7099    
   -98.43750    	    29.30136    	    394.0000    	    292.1819    
   -101.2500    	    32.09194    	    395.0000    	    281.7371    
   -98.43750    	    32.09194    	    395.0000    	    282.3153    
   -101.2500    	    29.30136    	    395.0000    	    283.4552    
   -98.43750    	    29.30136    	    395.0000    	    286.4831    
   -101.2500    	    32.09194    	    396.0000    	    279.7678    
   -98.43750    	    32.09194    	    396.0000    	    279.6302    
   -101.2500    	    29.30136    	    396.0000    	    281.8719    
   -98.43750    	    29.30136    	    396.0000    	    284.4554    
   -101.2500    	    32.09194    	    397.0000    	    283.6780    
   -98.43750    	    32.09194    	    397.0000    	    283.5093    
   -101.2500    	    29.30136    	    397.0000    	    284.8340    
   -98.43750    	    29.30136    	    397.0000    	    287.6980    
   -101.2500    	    32.09194    	    398.0000    	    287.7797    
   -98.43750    	    32.09194    	    398.0000    	    287.8250    
   -101.2500    	    29.30136    	    398.0000    	    288.9124    
   -98.43750    	    29.30136    	    398.0000    	    291.8588    
   -101.2500    	    32.09194    	    399.0000    	    292.7523    
   -98.43750    	    32.09194    	    399.0000    	    292.7209    
   -101.2500    	    29.30136    	    399.0000    	    293.4186    
   -98.43750    	    29.30136    	    399.0000    	    296.4487    
   -101.2500    	    32.09194    	    400.0000    	    298.1062    
   -98.43750    	    32.09194    	    400.0000    	    298.1637    
   -101.2500    	    29.30136    	    400.0000    	    298.2914    
   -98.43750    	    29.30136    	    400.0000    	    301.1620    
   -101.2500    	    32.09194    	    401.0000    	    304.8174    
   -98.43750    	    32.09194    	    401.0000    	    304.8972    
   -101.2500    	    29.30136    	    401.0000    	    303.7214    
   -98.43750    	    29.30136    	    401.0000    	    306.5715    
   -101.2500    	    32.09194    	    402.0000    	    307.8447    
   -98.43750    	    32.09194    	    402.0000    	    308.5299    
   -101.2500    	    29.30136    	    402.0000    	    306.2952    
   -98.43750    	    29.30136    	    402.0000    	    308.5996    
   -101.2500    	    32.09194    	    403.0000    	    307.4777    
   -98.43750    	    32.09194    	    403.0000    	    308.4575    
   -101.2500    	    29.30136    	    403.0000    	    306.2483    
   -98.43750    	    29.30136    	    403.0000    	    308.5864    
   -101.2500    	    32.09194    	    404.0000    	    304.3656    
   -98.43750    	    32.09194    	    404.0000    	    305.6037    
   -101.2500    	    29.30136    	    404.0000    	    303.4394    
   -98.43750    	    29.30136    	    404.0000    	    307.0524    
   -101.2500    	    32.09194    	    405.0000    	    297.2958    
   -98.43750    	    32.09194    	    405.0000    	    298.8487    
   -101.2500    	    29.30136    	    405.0000    	    297.6666    
   -98.43750    	    29.30136    	    405.0000    	    301.7598    
   -101.2500    	    32.09194    	    406.0000    	    288.0901    
   -98.43750    	    32.09194    	    406.0000    	    288.8913    
   -101.2500    	    29.30136    	    406.0000    	    289.6234    
   -98.43750    	    29.30136    	    406.0000    	    293.1491    
   -101.2500    	    32.09194    	    407.0000    	    281.0668    
   -98.43750    	    32.09194    	    407.0000    	    281.4534    
   -101.2500    	    29.30136    	    407.0000    	    283.2856    
   -98.43750    	    29.30136    	    407.0000    	    286.2094    
   -101.2500    	    32.09194    	    408.0000    	    281.2017    
   -98.43750    	    32.09194    	    408.0000    	    280.9711    
   -101.2500    	    29.30136    	    408.0000    	    283.3985    
   -98.43750    	    29.30136    	    408.0000    	    285.8894    
   -101.2500    	    32.09194    	    409.0000    	    283.3941    
   -98.43750    	    32.09194    	    409.0000    	    283.1713    
   -101.2500    	    29.30136    	    409.0000    	    284.8408    
   -98.43750    	    29.30136    	    409.0000    	    287.6629    
   -101.2500    	    32.09194    	    410.0000    	    288.6216    
   -98.43750    	    32.09194    	    410.0000    	    288.4113    
   -101.2500    	    29.30136    	    410.0000    	    289.6933    
   -98.43750    	    29.30136    	    410.0000    	    292.5918    
   -101.2500    	    32.09194    	    411.0000    	    293.2563    
   -98.43750    	    32.09194    	    411.0000    	    293.2392    
   -101.2500    	    29.30136    	    411.0000    	    294.3785    
   -98.43750    	    29.30136    	    411.0000    	    297.2036    
   -101.2500    	    32.09194    	    412.0000    	    298.8006    
   -98.43750    	    32.09194    	    412.0000    	    298.9123    
   -101.2500    	    29.30136    	    412.0000    	    298.5847    
   -98.43750    	    29.30136    	    412.0000    	    301.6978    
   -101.2500    	    32.09194    	    413.0000    	    305.1022    
   -98.43750    	    32.09194    	    413.0000    	    305.6003    
   -101.2500    	    29.30136    	    413.0000    	    303.8255    
   -98.43750    	    29.30136    	    413.0000    	    307.4933    
   -101.2500    	    32.09194    	    414.0000    	    308.2269    
   -98.43750    	    32.09194    	    414.0000    	    308.9935    
   -101.2500    	    29.30136    	    414.0000    	    306.9902    
   -98.43750    	    29.30136    	    414.0000    	    309.1146    
   -101.2500    	    32.09194    	    415.0000    	    306.7426    
   -98.43750    	    32.09194    	    415.0000    	    307.3818    
   -101.2500    	    29.30136    	    415.0000    	    305.4594    
   -98.43750    	    29.30136    	    415.0000    	    307.8243    
   -101.2500    	    32.09194    	    416.0000    	    303.2727    
   -98.43750    	    32.09194    	    416.0000    	    304.4204    
   -101.2500    	    29.30136    	    416.0000    	    302.0522    
   -98.43750    	    29.30136    	    416.0000    	    305.8528    
   -101.2500    	    32.09194    	    417.0000    	    297.6567    
   -98.43750    	    32.09194    	    417.0000    	    298.6666    
   -101.2500    	    29.30136    	    417.0000    	    297.8250    
   -98.43750    	    29.30136    	    417.0000    	    301.2845    
   -101.2500    	    32.09194    	    418.0000    	    289.0094    
   -98.43750    	    32.09194    	    418.0000    	    289.9013    
   -101.2500    	    29.30136    	    418.0000    	    290.2852    
   -98.43750    	    29.30136    	    418.0000    	    293.7814    
   -101.2500    	    32.09194    	    419.0000    	    282.3293    
   -98.43750    	    32.09194    	    419.0000    	    282.6406    
   -101.2500    	    29.30136    	    419.0000    	    283.9417    
   -98.43750    	    29.30136    	    419.0000    	    286.9883    
   -101.2500    	    32.09194    	    420.0000    	    280.7275    
   -98.43750    	    32.09194    	    420.0000    	    280.7984    
   -101.2500    	    29.30136    	    420.0000    	    282.4007    
   -98.43750    	    29.30136    	    420.0000    	    285.1962    
   -101.2500    	    32.09194    	    421.0000    	    283.1980    
   -98.43750    	    32.09194    	    421.0000    	    282.8426    
   -101.2500    	    29.30136    	    421.0000    	    284.5945    
   -98.43750    	    29.30136    	    421.0000    	    287.2492    
   -101.2500    	    32.09194    	    422.0000    	    287.9758    
   -98.43750    	    32.09194    	    422.0000    	    287.7682    
   -101.2500    	    29.30136    	    422.0000    	    288.8531    
   -98.43750    	    29.30136    	    422.0000    	    291.5176    
   -101.2500    	    32.09194    	    423.0000    	    293.5406    
   -98.43750    	    32.09194    	    423.0000    	    293.4131    
   -101.2500    	    29.30136    	    423.0000    	    294.3791    
   -98.43750    	    29.30136    	    423.0000    	    297.1553    
   -101.2500    	    32.09194    	    424.0000    	    299.6198    
   -98.43750    	    32.09194    	    424.0000    	    299.6742    
   -101.2500    	    29.30136    	    424.0000    	    299.2812    
   -98.43750    	    29.30136    	    424.0000    	    302.3150    
   -101.2500    	    32.09194    	    425.0000    	    305.9211    
   -98.43750    	    32.09194    	    425.0000    	    306.5963    
   -101.2500    	    29.30136    	    425.0000    	    304.4907    
   -98.43750    	    29.30136    	    425.0000    	    307.8406    
   -101.2500    	    32.09194    	    426.0000    	    308.4332    
   -98.43750    	    32.09194    	    426.0000    	    309.2535    
   -101.2500    	    29.30136    	    426.0000    	    306.9485    
   -98.43750    	    29.30136    	    426.0000    	    309.3638    
   -101.2500    	    32.09194    	    427.0000    	    308.1601    
   -98.43750    	    32.09194    	    427.0000    	    309.0151    
   -101.2500    	    29.30136    	    427.0000    	    306.7956    
   -98.43750    	    29.30136    	    427.0000    	    309.3191    
   -101.2500    	    32.09194    	    428.0000    	    304.9117    
   -98.43750    	    32.09194    	    428.0000    	    305.6807    
   -101.2500    	    29.30136    	    428.0000    	    303.7451    
   -98.43750    	    29.30136    	    428.0000    	    307.2648    
   -101.2500    	    32.09194    	    429.0000    	    299.0247    
   -98.43750    	    32.09194    	    429.0000    	    299.9487    
   -101.2500    	    29.30136    	    429.0000    	    298.9995    
   -98.43750    	    29.30136    	    429.0000    	    302.2146    
   -101.2500    	    32.09194    	    430.0000    	    289.7845    
   -98.43750    	    32.09194    	    430.0000    	    290.7055    
   -101.2500    	    29.30136    	    430.0000    	    291.1946    
   -98.43750    	    29.30136    	    430.0000    	    294.5551    
   -101.2500    	    32.09194    	    431.0000    	    283.6568    
   -98.43750    	    32.09194    	    431.0000    	    284.3562    
   -101.2500    	    29.30136    	    431.0000    	    286.2430    
   -98.43750    	    29.30136    	    431.0000    	    289.4297    
   -101.2500    	    32.09194    	    432.0000    	    281.8564    
   -98.43750    	    32.09194    	    432.0000    	    281.8319    
   -101.2500    	    29.30136    	    432.0000    	    284.1696    
   -98.43750    	    29.30136    	    432.0000    	    286.7728    
   -101.2500    	    32.09194    	    433.0000    	    283.5394    
   -98.43750    	    32.09194    	    433.0000    	    283.1016    
   -101.2500    	    29.30136    	    433.0000    	    285.9871    
   -98.43750    	    29.30136    	    433.0000    	    288.3036    
   -101.2500    	    32.09194    	    434.0000    	    289.9975    
   -98.43750    	    32.09194    	    434.0000    	    289.9162    
   -101.2500    	    29.30136    	    434.0000    	    291.3755    
   -98.43750    	    29.30136    	    434.0000    	    294.2281    
   -101.2500    	    32.09194    	    435.0000    	    295.4984    
   -98.43750    	    32.09194    	    435.0000    	    295.5592    
   -101.2500    	    29.30136    	    435.0000    	    296.4382    
   -98.43750    	    29.30136    	    435.0000    	    299.2699    
   -101.2500    	    32.09194    	    436.0000    	    300.9804    
   -98.43750    	    32.09194    	    436.0000    	    301.1181    
   -101.2500    	    29.30136    	    436.0000    	    300.7079    
   -98.43750    	    29.30136    	    436.0000    	    303.4244    
   -101.2500    	    32.09194    	    437.0000    	    306.8278    
   -98.43750    	    32.09194    	    437.0000    	    307.7046    
   -101.2500    	    29.30136    	    437.0000    	    305.2773    
   -98.43750    	    29.30136    	    437.0000    	    308.0189    
   -101.2500    	    32.09194    	    438.0000    	    308.9966    
   -98.43750    	    32.09194    	    438.0000    	    309.5023    
   -101.2500    	    29.30136    	    438.0000    	    307.2358    
   -98.43750    	    29.30136    	    438.0000    	    309.1550    
   -101.2500    	    32.09194    	    439.0000    	    308.0418    
   -98.43750    	    32.09194    	    439.0000    	    308.6460    
   -101.2500    	    29.30136    	    439.0000    	    306.2230    
   -98.43750    	    29.30136    	    439.0000    	    308.7197    
   -101.2500    	    32.09194    	    440.0000    	    304.5904    
   -98.43750    	    32.09194    	    440.0000    	    305.6081    
   -101.2500    	    29.30136    	    440.0000    	    303.5495    
   -98.43750    	    29.30136    	    440.0000    	    307.0589    
   -101.2500    	    32.09194    	    441.0000    	    298.2297    
   -98.43750    	    32.09194    	    441.0000    	    299.4675    
   -101.2500    	    29.30136    	    441.0000    	    298.3944    
   -98.43750    	    29.30136    	    441.0000    	    301.9621    
   -101.2500    	    32.09194    	    442.0000    	    289.1470    
   -98.43750    	    32.09194    	    442.0000    	    290.3132    
   -101.2500    	    29.30136    	    442.0000    	    290.5647    
   -98.43750    	    29.30136    	    442.0000    	    294.1640    
   -101.2500    	    32.09194    	    443.0000    	    282.9483    
   -98.43750    	    32.09194    	    443.0000    	    283.3480    
   -101.2500    	    29.30136    	    443.0000    	    284.9777    
   -98.43750    	    29.30136    	    443.0000    	    287.9156    
   -101.2500    	    32.09194    	    444.0000    	    281.9223    
   -98.43750    	    32.09194    	    444.0000    	    281.8068    
   -101.2500    	    29.30136    	    444.0000    	    283.9644    
   -98.43750    	    29.30136    	    444.0000    	    286.6461    
   -101.2500    	    32.09194    	    445.0000    	    282.8516    
   -98.43750    	    32.09194    	    445.0000    	    282.3320    
   -101.2500    	    29.30136    	    445.0000    	    284.8201    
   -98.43750    	    29.30136    	    445.0000    	    287.2317    
   -101.2500    	    32.09194    	    446.0000    	    289.2973    
   -98.43750    	    32.09194    	    446.0000    	    288.8583    
   -101.2500    	    29.30136    	    446.0000    	    290.7581    
   -98.43750    	    29.30136    	    446.0000    	    293.3976    
   -101.2500    	    32.09194    	    447.0000    	    294.3370    
   -98.43750    	    32.09194    	    447.0000    	    294.3366    
   -101.2500    	    29.30136    	    447.0000    	    295.1751    
   -98.43750    	    29.30136    	    447.0000    	    298.2236    
   -101.2500    	    32.09194    	    448.0000    	    299.6647    
   -98.43750    	    32.09194    	    448.0000    	    300.1136    
   -101.2500    	    29.30136    	    448.0000    	    299.6252    
