xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=28, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	09.0
cpt:Y	32.932977780000002
cpt:X	-99.215388899999994
1983	2.8235422056461181
1984	3.0622226676914708
1985	4.9710942197978376
1986	3.9243088528264152
1987	3.8691360759317632
1988	3.2348402150453626
1989	1.5040207466168791
1990	4.4352599723836157
1991	6.1891816409731248
1992	8.0244359024493033
1993	1.2794212071325681
1994	1.0686146787968487
1995	3.7056626904584533
1996	1.4076985057254097
1997	4.1020821892085326
1998	-0.75084001350918594
1999	1.5269548902582968
2000	-5.1407610235033108
2001	-4.1313517123980876
2002	4.5572421094505291
2003	-1.2826352449034526
2004	5.4718470132623569
2005	6.6727885845008519
2006	-2.1668453308926163
2007	6.8292235534427892
2008	3.7126747948348191
2009	4.6916509188195654
2010	2.1852092712354763
